Customer ID,Recency,Frequency,Monetary
13259,62.0,324.0,1433.38
13260,62.0,8.0,557.62
13261,269.0,9.0,944.1
13262,264.0,50.0,573.45
13263,2.0,1920.0,8704.69
13264,443.0,38.0,722.56
13265,54.0,91.0,2107.66
13266,12.0,325.0,5965.3
13267,3.0,432.0,9212.06
13268,18.0,439.0,3167.64
13269,2.0,490.0,8511.62
13270,367.0,1.0,590.0
13271,38.0,90.0,178.26
13272,32.0,15.0,276.56
13273,114.0,16.0,138.98
13274,410.0,19.0,360.85
13275,384.0,50.0,241.66
13276,64.0,248.0,1931.31
13277,16.0,23.0,523.3
13278,41.0,109.0,1428.2
13279,65.0,11.0,126.3
13280,123.0,209.0,2297.13
13281,438.0,22.0,328.1
13282,19.0,53.0,1270.14
13283,60.0,20.0,373.36
13284,331.0,12.0,196.15
13285,24.0,231.0,3364.59
13286,601.0,49.0,734.91
13287,584.0,50.0,547.47
13288,444.0,10.0,892.16
13289,724.0,16.0,307.95
13291,156.0,328.0,3320.84
13292,39.0,58.0,987.79
13293,393.0,72.0,1192.94
13294,190.0,102.0,1689.53
13295,360.0,71.0,1061.27
13296,138.0,53.0,792.51
13297,8.0,122.0,4352.67
13298,2.0,2.0,360.0
13299,269.0,62.0,1173.3
13300,165.0,58.0,1267.21
13301,104.0,81.0,618.09
13302,156.0,3.0,159.2
13303,401.0,4.0,61.72
13304,352.0,79.0,1120.79
13305,5.0,201.0,3618.51
13306,431.0,4.0,53.65
13307,121.0,15.0,273.34
13308,23.0,74.0,1652.47
13309,8.0,130.0,1706.37
13310,29.0,96.0,1492.8
13311,5.0,26.0,598.57
13312,452.0,5.0,124.75
13313,23.0,190.0,3431.77
13314,2.0,61.0,583.61
13315,690.0,22.0,310.26
13316,38.0,174.0,13069.17
13317,67.0,373.0,6068.53
13318,2.0,20.0,640.76
13319,6.0,959.0,20983.88
13320,79.0,149.0,2160.95
13321,73.0,11.0,567.36
13322,18.0,25.0,199.48
13323,4.0,21.0,787.85
13324,33.0,139.0,10421.37
13325,82.0,12.0,675.3
13326,433.0,13.0,281.76
13327,39.0,322.0,9023.03
13328,317.0,17.0,1308.48
13329,32.0,125.0,4672.82
13330,93.0,118.0,2806.18
13331,402.0,12.0,262.4
13332,15.0,21.0,350.9
13333,412.0,55.0,1015.74
13334,83.0,479.0,6256.26
13336,78.0,51.0,795.12
13337,547.0,85.0,1550.06
13338,155.0,140.0,2223.62
13339,201.0,54.0,860.12
13340,46.0,215.0,22100.56
13341,261.0,42.0,775.85
13343,178.0,16.0,303.93
13344,68.0,119.0,2543.72
13345,277.0,22.0,377.6
13346,463.0,6.0,299.4
13347,71.0,8.0,341.36
13348,65.0,14.0,233.76
13349,11.0,16.0,247.32
13350,17.0,41.0,910.72
13351,67.0,16.0,373.94
13352,8.0,27.0,389.28
13354,72.0,51.0,743.53
13355,123.0,32.0,674.7
13356,81.0,42.0,768.24
13357,258.0,399.0,3838.36
13358,269.0,29.0,439.03
13359,60.0,57.0,1001.96
13360,429.0,71.0,1464.1
13361,473.0,34.0,1450.5
13362,4.0,302.0,5357.57
13363,18.0,102.0,1723.86
13365,9.0,130.0,2191.22
13366,51.0,1.0,56.16
13367,432.0,20.0,510.2
13368,257.0,53.0,1086.1
13369,355.0,15.0,263.75
13370,367.0,42.0,721.32
13371,499.0,95.0,2271.46
13372,90.0,23.0,378.64
13373,61.0,358.0,7587.19
13374,415.0,17.0,422.8
13375,82.0,72.0,1786.48
13376,100.0,53.0,1019.76
13377,397.0,81.0,1495.43
13379,27.0,97.0,572.56
13380,433.0,3.0,62.4
13381,22.0,359.0,8201.27
13382,281.0,86.0,1387.58
13383,544.0,1.0,305.28
13384,31.0,269.0,6635.09
13385,330.0,35.0,534.57
13386,415.0,31.0,835.46
13387,418.0,73.0,189.44
13388,132.0,68.0,1135.7
13389,12.0,51.0,797.96
13390,75.0,13.0,544.08
13391,204.0,1.0,59.8
13392,678.0,8.0,91.14
13393,584.0,72.0,1112.6
13394,2.0,415.0,6342.58
13395,186.0,81.0,1180.23
13396,22.0,45.0,1325.29
13397,73.0,92.0,3103.07
13398,193.0,39.0,670.34
13399,465.0,15.0,275.4
13400,575.0,24.0,300.93
13402,128.0,79.0,1226.85
13403,18.0,9.0,229.5
13404,2.0,11.0,252.49
13405,75.0,46.0,1196.56
13406,428.0,10.0,557.22
13407,579.0,85.0,2117.84
13408,2.0,846.0,49751.36
13410,9.0,53.0,2172.51
13411,108.0,18.0,213.55
13412,621.0,34.0,487.35
13413,640.0,42.0,353.12
13414,134.0,55.0,2494.14
13415,473.0,116.0,681.92
13416,44.0,26.0,940.8
13417,5.0,82.0,1593.89
13418,12.0,548.0,11292.92
13419,64.0,16.0,221.06
13420,135.0,8.0,140.35
13421,41.0,273.0,4101.02
13422,52.0,128.0,2601.55
13423,429.0,12.0,217.03
13424,450.0,39.0,557.92
13425,109.0,178.0,3385.83
13426,1.0,344.0,8084.38
13427,20.0,52.0,1006.53
13428,11.0,144.0,499.98
13429,11.0,67.0,1006.8
13430,19.0,51.0,652.07
13431,68.0,128.0,3289.24
13432,572.0,111.0,439.1
13433,438.0,25.0,656.87
13434,75.0,35.0,1666.86
13435,6.0,154.0,4459.83
13436,2.0,12.0,196.89
13437,15.0,167.0,3408.06
13438,548.0,1.0,46.5
13439,256.0,167.0,986.61
13440,445.0,60.0,1213.95
13441,92.0,38.0,720.9
13442,668.0,38.0,419.87
13443,449.0,205.0,1247.71
13444,375.0,58.0,631.68
13445,627.0,7.0,241.9
13446,421.0,212.0,3689.77
13447,24.0,62.0,1104.23
13448,17.0,543.0,8363.5
13449,24.0,19.0,291.88
13450,27.0,148.0,4117.54
13451,27.0,1043.0,7131.22
13452,260.0,3.0,729.8
13453,166.0,42.0,758.99
13454,642.0,23.0,219.87
13455,25.0,128.0,2080.88
13456,18.0,63.0,1737.82
13457,689.0,11.0,143.27
13458,8.0,495.0,11850.62
13459,625.0,73.0,1160.41
13460,30.0,17.0,183.44
13461,39.0,66.0,4138.5
13462,184.0,72.0,1145.6
13464,59.0,152.0,3083.89
13465,447.0,34.0,931.12
13466,101.0,59.0,952.25
13467,11.0,99.0,1083.71
13468,2.0,714.0,12534.66
13469,654.0,6.0,82.4
13470,100.0,10.0,165.0
13471,2.0,260.0,2531.58
13472,464.0,28.0,592.24
13473,61.0,72.0,2410.98
13474,237.0,130.0,663.79
13475,192.0,86.0,1431.78
13476,179.0,105.0,1915.77
13477,38.0,160.0,2821.12
13478,470.0,121.0,2068.03
13479,201.0,56.0,808.5
13480,417.0,41.0,627.82
13481,46.0,225.0,3803.09
13482,233.0,20.0,336.09
13483,66.0,10.0,140.34
13484,242.0,38.0,767.32
13485,234.0,157.0,2970.67
13486,79.0,69.0,1122.41
13487,58.0,49.0,846.87
13488,18.0,682.0,14131.81
13489,106.0,14.0,449.52
13490,655.0,8.0,154.25
13491,52.0,261.0,4467.66
13492,137.0,50.0,1269.84
13493,276.0,8.0,618.63
13494,312.0,18.0,316.26
13495,8.0,141.0,4790.41
13496,11.0,36.0,617.93
13497,283.0,57.0,1139.83
13498,731.0,17.0,327.38
13499,18.0,45.0,1146.96
13500,24.0,83.0,1436.3
13501,243.0,114.0,2840.26
13502,17.0,34.0,774.6
13503,72.0,203.0,1805.24
13504,65.0,22.0,295.93
13505,68.0,227.0,4282.88
13506,313.0,84.0,1308.53
13507,4.0,162.0,2479.16
13508,244.0,28.0,287.05
13509,9.0,49.0,1114.72
13510,2.0,300.0,4497.59
13511,484.0,6.0,244.61
13512,261.0,39.0,713.39
13513,127.0,40.0,796.99
13514,74.0,21.0,815.9
13515,73.0,76.0,1265.82
13516,22.0,61.0,1685.26
13517,60.0,143.0,2109.07
13518,86.0,38.0,659.44
13519,51.0,20.0,331.26
13520,59.0,206.0,6377.25
13521,2.0,436.0,1093.65
13522,31.0,5.0,125.8
13523,34.0,204.0,4325.07
13524,41.0,27.0,680.18
13525,15.0,6.0,628.78
13526,739.0,54.0,942.6
13527,34.0,456.0,4659.99
13529,79.0,15.0,307.76
13530,635.0,18.0,402.98
13531,206.0,75.0,1433.07
13532,34.0,66.0,210.31
13533,183.0,76.0,270.79
13534,3.0,449.0,7337.25
13535,403.0,1.0,89.5
13536,2.0,179.0,3448.29
13537,426.0,42.0,717.85
13538,44.0,144.0,3112.73
13539,86.0,87.0,1556.76
13540,468.0,32.0,632.39
13541,424.0,10.0,717.9
13542,377.0,336.0,3970.77
13543,635.0,47.0,1439.61
13544,40.0,257.0,820.5
13545,391.0,57.0,374.64
13546,13.0,153.0,1092.14
13547,409.0,47.0,175.53
13548,97.0,187.0,908.99
13549,26.0,60.0,1003.72
13550,384.0,44.0,349.51
13551,320.0,5.0,244.2
13552,67.0,223.0,6618.63
13553,675.0,94.0,517.8
13554,381.0,201.0,1556.39
13555,74.0,413.0,8906.34
13556,430.0,9.0,200.82
13557,29.0,181.0,2980.08
13558,6.0,175.0,605.06
13559,513.0,2.0,990.0
13560,8.0,33.0,174.37
13561,216.0,233.0,1820.72
13562,82.0,196.0,4838.18
13563,85.0,49.0,777.53
13564,145.0,1262.0,15309.96
13565,20.0,60.0,414.8
13566,41.0,374.0,1708.12
13567,429.0,204.0,1078.59
13568,174.0,44.0,192.85
13569,18.0,190.0,775.46
13570,244.0,27.0,239.49
13571,13.0,676.0,4546.54
13572,206.0,33.0,1384.25
13573,51.0,89.0,916.47
13574,412.0,103.0,421.25
13575,24.0,46.0,732.07
13576,11.0,278.0,11167.42
13577,26.0,168.0,3346.62
13578,410.0,9.0,147.66
13579,15.0,83.0,1371.14
13580,407.0,5.0,107.75
13581,310.0,33.0,280.53
13582,390.0,11.0,241.68
13583,156.0,96.0,1445.03
13584,307.0,82.0,347.15
13585,531.0,40.0,674.46
13586,542.0,21.0,131.53
13587,32.0,29.0,1308.1
13588,16.0,175.0,2449.53
13589,15.0,52.0,1120.74
13590,12.0,412.0,6303.84
13591,65.0,102.0,2081.19
13592,36.0,16.0,247.96
13593,109.0,408.0,5475.21
13594,53.0,33.0,533.32
13595,517.0,152.0,818.22
13596,6.0,166.0,697.04
13597,401.0,16.0,377.21
13598,48.0,100.0,776.84
13599,2.0,418.0,9439.22
13600,313.0,41.0,518.42
13601,46.0,195.0,1185.14
13602,65.0,58.0,1025.17
13603,27.0,27.0,164.34
13604,653.0,23.0,713.39
13605,388.0,53.0,522.67
13606,30.0,43.0,280.54
13607,41.0,121.0,1060.61
13608,541.0,36.0,236.2
13609,594.0,7.0,167.35
13610,13.0,417.0,2144.13
13611,90.0,236.0,3281.03
13612,519.0,51.0,798.04
13613,453.0,59.0,1039.85
13614,25.0,271.0,2359.19
13615,319.0,374.0,6212.23
13616,569.0,37.0,288.1
13617,41.0,106.0,1263.8
13618,174.0,13.0,177.34
13619,545.0,49.0,231.69
13620,529.0,5.0,112.34
13621,117.0,19.0,213.85
13622,689.0,34.0,651.45
13623,31.0,300.0,2512.86
13624,389.0,20.0,427.18
13625,597.0,21.0,301.26
13626,253.0,44.0,689.49
13627,60.0,128.0,2217.55
13628,677.0,16.0,310.14
13629,24.0,87.0,13370.86
13630,6.0,80.0,1995.68
13631,100.0,12.0,3021.77
13632,25.0,224.0,3634.7
13634,34.0,478.0,4519.55
13635,68.0,164.0,2959.32
13636,37.0,64.0,941.62
13637,53.0,101.0,810.5
13638,16.0,8.0,122.64
13639,75.0,59.0,1346.27
13640,612.0,4.0,405.0
13641,641.0,50.0,921.82
13642,216.0,113.0,501.97
13643,32.0,105.0,2122.07
13644,9.0,146.0,2597.52
13645,121.0,5.0,252.1
13646,400.0,59.0,323.3
13647,10.0,141.0,3063.78
13648,401.0,104.0,1681.12
13649,257.0,111.0,1481.08
13650,17.0,170.0,3112.5
13651,36.0,13.0,208.95
13652,46.0,141.0,2262.05
13653,488.0,9.0,152.2
13654,44.0,329.0,6308.0
13655,115.0,120.0,2261.66
13656,165.0,86.0,1061.85
13657,11.0,16.0,382.14
13658,10.0,241.0,5772.07
13659,198.0,281.0,4756.98
13660,396.0,42.0,303.69
13661,604.0,17.0,325.24
13662,86.0,144.0,2183.13
13663,180.0,101.0,2013.61
13665,387.0,106.0,1711.66
13666,61.0,19.0,127.9
13667,150.0,87.0,305.02
13668,3.0,808.0,12749.14
13669,51.0,14.0,413.55
13670,76.0,25.0,349.7
13671,395.0,76.0,194.95
13672,302.0,23.0,233.53
13673,19.0,65.0,396.92
13674,430.0,14.0,215.88
13675,152.0,25.0,486.82
13676,540.0,11.0,153.15
13677,405.0,107.0,556.19
13678,152.0,16.0,232.6
13679,494.0,50.0,281.26
13680,2.0,653.0,9915.56
13681,18.0,57.0,827.83
13682,188.0,3.0,59.5
13683,458.0,10.0,258.6
13684,286.0,109.0,546.52
13685,3.0,39.0,3119.44
13686,183.0,34.0,409.04
13687,439.0,45.0,11880.84
13688,636.0,5.0,375.5
13689,64.0,9.0,1259.5
13690,60.0,9.0,172.25
13691,397.0,54.0,212.78
13692,25.0,96.0,3022.95
13693,326.0,108.0,1979.82
13694,4.0,1535.0,190801.6
13695,32.0,96.0,2770.73
13696,422.0,24.0,2020.4
13697,39.0,12.0,151.3
13698,597.0,40.0,465.53
13699,156.0,38.0,711.4
13700,27.0,239.0,2586.21
13701,438.0,10.0,159.55
13702,446.0,5.0,135.18
13703,319.0,1.0,99.5
13704,6.0,135.0,2295.31
13705,8.0,74.0,1717.19
13706,303.0,38.0,631.17
13707,268.0,155.0,3365.86
13708,272.0,51.0,296.88
13709,4.0,418.0,7512.81
13710,32.0,15.0,509.52
13711,219.0,100.0,1649.31
13712,247.0,33.0,766.42
13713,409.0,82.0,743.26
13714,466.0,30.0,161.35
13715,282.0,521.0,8165.69
13716,270.0,21.0,138.28
13717,33.0,127.0,1748.05
13718,247.0,12.0,306.55
13719,16.0,251.0,2815.25
13720,117.0,43.0,799.9
13721,37.0,42.0,741.54
13722,121.0,190.0,5629.16
13723,218.0,59.0,1209.2
13724,638.0,42.0,213.01
13725,50.0,114.0,1880.36
13726,39.0,42.0,1079.66
13727,29.0,85.0,1067.3
13728,37.0,164.0,2855.17
13729,436.0,42.0,676.43
13730,136.0,43.0,752.6
13731,220.0,38.0,610.59
13732,29.0,33.0,491.86
13733,411.0,30.0,484.53
13734,509.0,30.0,3451.29
13735,25.0,669.0,9469.63
13736,6.0,562.0,2721.71
13737,201.0,30.0,339.6
13738,397.0,92.0,440.93
13739,19.0,6.0,292.2
13740,241.0,95.0,1597.77
13741,72.0,35.0,666.33
13742,17.0,323.0,3102.42
13743,3.0,42.0,1340.15
13744,96.0,72.0,1156.36
13745,163.0,55.0,761.27
13746,414.0,9.0,176.69
13747,374.0,5.0,169.8
13748,96.0,58.0,2064.35
13750,54.0,77.0,3563.6
13751,289.0,9.0,296.25
13752,125.0,95.0,1590.73
13753,288.0,80.0,2094.57
13754,152.0,21.0,447.05
13755,4.0,343.0,2154.68
13756,3.0,348.0,8614.4
13757,675.0,8.0,195.55
13758,12.0,287.0,8554.79
13759,34.0,25.0,659.41
13760,55.0,120.0,1358.64
13761,51.0,122.0,1952.17
13762,205.0,38.0,2165.76
13763,64.0,53.0,5181.99
13764,71.0,376.0,2953.26
13765,654.0,17.0,352.82
13766,496.0,17.0,190.35
13767,3.0,807.0,33493.47
13768,727.0,33.0,875.97
13769,3.0,287.0,5444.33
13770,423.0,48.0,785.37
13771,65.0,217.0,5726.07
13772,34.0,577.0,3094.72
13773,397.0,19.0,301.54
13774,82.0,22.0,345.0
13775,591.0,63.0,1049.66
13777,1.0,386.0,49307.0
13778,104.0,44.0,1124.49
13779,516.0,27.0,161.13
13780,8.0,100.0,735.82
13781,251.0,58.0,770.88
13782,13.0,243.0,1785.77
13783,488.0,10.0,1542.09
13784,10.0,45.0,2897.18
13785,429.0,30.0,542.49
13786,368.0,116.0,3113.54
13787,76.0,92.0,1173.7
13788,506.0,1.0,3.75
13789,389.0,18.0,239.46
13790,5.0,45.0,348.8
13791,44.0,17.0,1047.68
13792,67.0,23.0,383.95
13793,647.0,7.0,96.0
13794,547.0,9.0,126.03
13795,389.0,29.0,836.3
13796,500.0,22.0,289.7
13797,437.0,80.0,1168.45
13798,2.0,906.0,73185.1
13799,117.0,109.0,2102.8
13800,310.0,73.0,1679.56
13801,67.0,23.0,324.8
13802,139.0,457.0,25491.56
13803,256.0,77.0,1319.11
13804,31.0,169.0,3208.52
13805,53.0,13.0,924.6
13806,64.0,10.0,256.38
13807,368.0,24.0,405.25
13808,6.0,76.0,1747.66
13809,306.0,25.0,679.7
13810,29.0,34.0,899.51
13811,184.0,12.0,591.75
13812,43.0,36.0,539.0
13813,40.0,153.0,2686.42
13814,93.0,79.0,2239.07
13815,23.0,359.0,7285.79
13816,24.0,31.0,557.95
13817,30.0,24.0,382.98
13818,430.0,5.0,61.28
13819,302.0,104.0,2631.1
13820,419.0,93.0,640.4
13821,145.0,208.0,1387.03
13822,6.0,96.0,632.0
13823,19.0,164.0,3358.55
13824,33.0,104.0,3273.36
13825,622.0,40.0,255.59
13826,159.0,11.0,179.55
13827,58.0,93.0,412.05
13828,23.0,15.0,209.49
13830,575.0,11.0,135.95
13831,17.0,185.0,6601.18
13832,18.0,58.0,602.44
13833,160.0,45.0,701.36
13834,577.0,16.0,324.19
13835,26.0,71.0,1058.32
13836,400.0,33.0,602.52
13837,212.0,19.0,271.24
13838,6.0,420.0,1727.98
13839,487.0,7.0,139.95
13840,417.0,40.0,651.4
13841,253.0,1.0,85.0
13842,59.0,338.0,5294.39
13843,382.0,18.0,319.75
13844,12.0,20.0,361.62
13845,65.0,9.0,312.98
13846,25.0,84.0,1290.34
13847,720.0,19.0,310.72
13848,93.0,10.0,3015.0
13849,52.0,221.0,3443.8
13850,89.0,94.0,1586.81
13851,96.0,139.0,4516.76
13852,607.0,13.0,170.45
13853,9.0,24.0,1056.94
13854,9.0,184.0,11848.81
13855,501.0,76.0,1257.69
13856,169.0,59.0,1058.88
13857,394.0,127.0,997.11
13858,58.0,11.0,216.17
13859,327.0,36.0,515.86
13860,2.0,77.0,1240.0
13861,430.0,21.0,251.31
13862,19.0,163.0,2534.04
13863,246.0,74.0,1217.63
13864,387.0,1.0,662.4
13865,59.0,30.0,501.56
13866,75.0,7.0,145.67
13867,32.0,61.0,1015.29
13868,8.0,33.0,3192.54
13869,124.0,860.0,8111.57
13870,3.0,245.0,5689.84
13871,23.0,409.0,7804.95
13872,514.0,60.0,908.27
13873,120.0,61.0,1031.02
13874,359.0,72.0,2017.1
13875,54.0,270.0,4814.37
13876,64.0,7.0,122.7
13877,87.0,25.0,446.33
13878,55.0,107.0,2473.06
13879,646.0,25.0,395.5
13880,22.0,223.0,4293.86
13881,4.0,465.0,44392.5
13882,3.0,64.0,1131.28
13883,2.0,328.0,6361.24
13884,8.0,190.0,1852.38
13885,190.0,28.0,506.8
13886,72.0,16.0,243.56
13887,205.0,19.0,349.55
13888,120.0,184.0,2169.05
13889,93.0,84.0,1902.98
13890,2.0,182.0,2869.38
13891,379.0,100.0,863.56
13892,27.0,36.0,1267.65
13893,298.0,21.0,821.1
13894,23.0,30.0,535.97
13895,22.0,186.0,3923.62
13896,626.0,21.0,388.55
13897,51.0,59.0,1160.72
13898,326.0,46.0,686.4
13899,17.0,19.0,388.52
13900,184.0,96.0,1608.09
13901,73.0,310.0,5599.34
13902,633.0,65.0,30428.46
13903,401.0,10.0,165.45
13904,38.0,26.0,332.64
13905,572.0,15.0,244.45
13906,410.0,1.0,42.0
13907,692.0,4.0,136.8
13908,80.0,126.0,2347.05
13909,424.0,39.0,286.6
13911,58.0,242.0,4200.04
13912,424.0,7.0,124.95
13913,507.0,3.0,42.22
13914,12.0,32.0,613.95
13915,395.0,2.0,70.8
13916,464.0,74.0,1275.81
13917,50.0,18.0,272.04
13918,50.0,30.0,1212.84
13919,54.0,80.0,1326.03
13920,432.0,84.0,1734.88
13921,403.0,43.0,720.75
13922,352.0,30.0,826.65
13923,54.0,20.0,351.13
13924,2.0,134.0,1682.93
13925,93.0,43.0,616.65
13926,24.0,11.0,223.85
13927,75.0,44.0,689.96
13928,11.0,27.0,464.57
13929,170.0,60.0,3318.1
13930,58.0,17.0,337.34
13931,86.0,272.0,5250.78
13932,295.0,16.0,307.4
13933,110.0,23.0,608.79
13934,264.0,31.0,922.1
13935,597.0,80.0,6116.92
13936,180.0,58.0,924.36
13937,170.0,53.0,867.38
13938,36.0,7.0,71.66
13939,24.0,113.0,1533.66
13940,18.0,49.0,839.14
13941,22.0,96.0,9826.63
13942,535.0,1.0,320.0
13943,578.0,15.0,246.54
13944,654.0,35.0,200.43
13945,395.0,51.0,854.15
13946,80.0,55.0,1745.43
13947,66.0,5.0,90.6
13948,361.0,25.0,536.86
13949,3.0,160.0,2427.32
13950,12.0,34.0,728.56
13951,177.0,39.0,674.45
13952,212.0,413.0,12790.89
13953,8.0,25.0,6640.68
13954,2.0,26.0,378.59
13955,155.0,87.0,545.17
13956,6.0,152.0,1026.42
13957,418.0,27.0,458.25
13958,373.0,228.0,4531.38
13959,80.0,163.0,1076.18
13960,22.0,12.0,230.22
13961,386.0,19.0,498.7
13962,22.0,23.0,362.8
13963,309.0,161.0,2748.32
13964,388.0,25.0,421.9
13965,477.0,20.0,777.66
13966,436.0,22.0,390.86
13967,146.0,6.0,166.3
13968,424.0,8.0,123.66
13969,8.0,1090.0,12895.18
13970,387.0,13.0,846.55
13971,9.0,263.0,4593.83
13972,71.0,15.0,190.25
13973,288.0,11.0,264.7
13974,50.0,45.0,663.52
13975,32.0,753.0,5327.29
13976,207.0,56.0,1192.36
13977,412.0,13.0,519.81
13978,15.0,15.0,196.79
13979,74.0,404.0,3380.83
13980,61.0,66.0,763.87
13981,401.0,23.0,327.39
13982,40.0,242.0,3990.19
13983,30.0,332.0,6682.05
13984,27.0,89.0,1461.32
13985,5.0,483.0,9982.31
13986,18.0,13.0,320.46
13987,380.0,46.0,682.54
13988,20.0,298.0,4708.64
13989,66.0,86.0,2026.06
13990,214.0,16.0,311.3
13991,13.0,86.0,850.63
13992,31.0,11.0,219.5
13993,33.0,265.0,6690.36
13994,4.0,155.0,2313.14
13995,16.0,232.0,3836.26
13996,387.0,33.0,895.76
13997,520.0,46.0,382.31
13998,447.0,31.0,566.7
13999,11.0,475.0,9438.01
14000,207.0,49.0,1877.59
14001,46.0,103.0,4228.85
14002,135.0,47.0,529.73
14003,733.0,16.0,209.41
14004,44.0,241.0,6258.45
14005,10.0,84.0,2874.72
14006,116.0,77.0,2196.67
14007,513.0,5.0,79.48
14008,433.0,31.0,493.74
14009,199.0,76.0,1090.23
14010,566.0,26.0,288.1
14011,481.0,33.0,451.92
14012,278.0,11.0,328.8
14013,111.0,69.0,1071.82
14014,78.0,76.0,1948.21
14015,53.0,20.0,917.34
14016,155.0,450.0,11379.71
14017,572.0,14.0,229.75
14018,646.0,13.0,367.15
14019,47.0,68.0,1398.96
14020,17.0,74.0,1213.26
14021,156.0,90.0,1716.58
14022,226.0,47.0,792.15
14023,8.0,31.0,584.07
14024,122.0,34.0,645.74
14025,465.0,102.0,3969.1
14026,471.0,50.0,713.11
14027,61.0,6.0,104.82
14028,551.0,12.0,6786.0
14029,64.0,15.0,467.66
14030,19.0,840.0,7578.84
14031,8.0,764.0,36239.48
14032,3.0,237.0,4482.21
14033,556.0,1.0,109.44
14034,23.0,88.0,512.02
14035,29.0,154.0,2852.47
14036,285.0,38.0,626.65
14037,177.0,113.0,722.2
14038,79.0,166.0,3000.93
14039,34.0,10.0,267.28
14040,41.0,807.0,12461.89
14041,267.0,21.0,141.41
14042,726.0,21.0,431.98
14043,492.0,43.0,301.3
14044,27.0,850.0,3106.15
14045,110.0,40.0,9334.23
14046,285.0,14.0,154.99
14047,9.0,156.0,3881.11
14048,278.0,144.0,713.89
14049,17.0,1097.0,13067.93
14050,32.0,54.0,746.36
14051,1.0,327.0,21501.83
14052,20.0,125.0,480.81
14053,125.0,9.0,572.3
14054,66.0,6.0,92.46
14055,107.0,33.0,1520.96
14056,2.0,1125.0,8125.58
14057,24.0,447.0,8338.28
14058,463.0,24.0,469.19
14059,267.0,8.0,183.6
14060,5.0,260.0,8882.3
14061,508.0,19.0,917.43
14062,10.0,346.0,25434.83
14063,687.0,38.0,9471.5
14064,30.0,247.0,3039.75
14065,390.0,50.0,889.37
14066,267.0,7.0,152.55
14067,64.0,52.0,374.7
14068,321.0,110.0,1504.97
14069,515.0,42.0,230.06
14070,685.0,42.0,326.55
14071,4.0,329.0,1307.41
14072,667.0,19.0,390.85
14073,33.0,12.0,139.54
14074,624.0,6.0,219.4
14075,5.0,81.0,1734.87
14076,130.0,46.0,122.47
14077,41.0,56.0,615.08
14078,102.0,150.0,1556.39
14079,125.0,13.0,618.73
14080,33.0,82.0,1075.73
14081,268.0,878.0,4852.03
14082,365.0,65.0,413.36
14083,5.0,189.0,1097.72
14084,513.0,7.0,150.5
14085,3.0,1057.0,9784.17
14086,463.0,1.0,39.95
14087,3.0,219.0,803.47
14088,11.0,680.0,63731.63
14089,57.0,14.0,161.0
14090,325.0,1.0,76.32
14091,655.0,13.0,9530.08
14092,8.0,376.0,7215.64
14093,13.0,105.0,442.85
14094,440.0,48.0,334.27
14095,723.0,1.0,2.95
14096,5.0,5111.0,65164.79
14097,482.0,40.0,422.86
14098,37.0,21.0,147.35
14099,17.0,530.0,5700.51
14100,138.0,26.0,194.9
14101,74.0,91.0,9942.13
14102,6.0,82.0,1314.73
14103,666.0,1.0,0.0
14104,155.0,143.0,771.58
14105,86.0,291.0,5778.23
14106,738.0,1.0,214.8
14107,52.0,239.0,4853.7
14108,31.0,55.0,1041.21
14109,73.0,4.0,80.2
14110,4.0,402.0,12959.6
14111,15.0,11.0,688.6
14112,23.0,337.0,5529.46
14113,4.0,133.0,6299.05
14114,274.0,74.0,1364.09
14115,502.0,22.0,622.67
14116,20.0,72.0,1382.74
14117,144.0,3.0,90.0
14118,429.0,15.0,458.45
14119,376.0,10.0,163.47
14121,4.0,161.0,2740.3
14122,407.0,12.0,309.77
14123,734.0,24.0,436.18
14124,85.0,5.0,419.58
14125,11.0,167.0,2740.43
14126,8.0,44.0,1109.96
14127,123.0,117.0,1900.08
14128,61.0,64.0,909.36
14129,2.0,109.0,2591.34
14130,320.0,224.0,1882.67
14131,649.0,52.0,187.87
14132,3.0,201.0,3580.13
14133,130.0,37.0,898.39
14134,383.0,180.0,11123.35
14135,2.0,220.0,8800.8
14136,401.0,108.0,1553.96
14137,682.0,14.0,294.1
14138,2.0,47.0,982.38
14139,47.0,69.0,1086.8
14140,4.0,65.0,920.05
14141,3.0,45.0,880.28
14142,374.0,48.0,655.94
14143,134.0,7.0,115.8
14144,487.0,1.0,30.6
14145,47.0,26.0,7006.05
14146,9.0,461.0,8208.87
14147,79.0,29.0,2019.3
14148,234.0,17.0,466.29
14149,219.0,18.0,259.43
14150,36.0,26.0,658.64
14151,674.0,43.0,666.7
14152,76.0,133.0,1975.44
14153,484.0,17.0,233.4
14154,240.0,294.0,6263.6
14155,267.0,6.0,118.75
14156,10.0,4104.0,300150.85
14157,20.0,90.0,970.33
14158,41.0,41.0,507.66
14159,20.0,1882.0,7615.05
14160,611.0,107.0,8421.47
14161,216.0,284.0,3035.73
14162,174.0,25.0,289.36
14163,88.0,58.0,2594.62
14164,71.0,29.0,1631.77
14165,276.0,25.0,122.54
14166,506.0,53.0,256.85
14167,40.0,121.0,1296.49
14168,421.0,15.0,305.9
14169,431.0,67.0,624.43
14170,376.0,165.0,597.33
14171,99.0,64.0,498.79
14172,606.0,53.0,389.97
14173,11.0,33.0,586.0
14174,34.0,26.0,134.46
14175,52.0,358.0,7357.19
14176,298.0,38.0,753.56
14177,85.0,211.0,2224.39
14178,9.0,327.0,1620.93
