Customer ID,Recency,Frequency,Monetary,score,segment id,segment_name
13630,6.0,80.0,1995.68,544,0,champions
13631,100.0,12.0,3021.77,315,4,promising
13632,25.0,224.0,3634.7,455,0,champions
13634,34.0,478.0,4519.55,455,0,champions
13635,68.0,164.0,2959.32,345,1,loyal
13636,37.0,64.0,941.62,433,2,potential_loyalist
13637,53.0,101.0,810.5,443,5,need_attention
13638,16.0,8.0,122.64,511,3,new_customers
13639,75.0,59.0,1346.27,334,5,need_attention
13640,612.0,4.0,405.0,112,10,lost
13641,641.0,50.0,921.82,133,8,at_risk
13642,216.0,113.0,501.97,242,8,at_risk
13643,32.0,105.0,2122.07,444,1,loyal
13644,9.0,146.0,2597.52,544,0,champions
13645,121.0,5.0,252.1,311,3,new_customers
13646,400.0,59.0,323.3,232,9,hibernating
13647,10.0,141.0,3063.78,545,0,champions
13648,401.0,104.0,1681.12,244,8,at_risk
13649,257.0,111.0,1481.08,244,8,at_risk
13650,17.0,170.0,3112.5,545,0,champions
13651,36.0,13.0,208.95,411,3,new_customers
13652,46.0,141.0,2262.05,444,1,loyal
13653,488.0,9.0,152.2,111,10,lost
13654,44.0,329.0,6308.0,455,0,champions
13655,115.0,120.0,2261.66,344,1,loyal
13656,165.0,86.0,1061.85,343,5,need_attention
13657,11.0,16.0,382.14,512,3,new_customers
13658,10.0,241.0,5772.07,555,0,champions
13659,198.0,281.0,4756.98,255,8,at_risk
13660,396.0,42.0,303.69,232,9,hibernating
13661,604.0,17.0,325.24,112,10,lost
13662,86.0,144.0,2183.13,344,1,loyal
13663,180.0,101.0,2013.61,344,1,loyal
13665,387.0,106.0,1711.66,244,8,at_risk
13666,61.0,19.0,127.9,321,6,about_to_sleep
13667,150.0,87.0,305.02,342,2,potential_loyalist
13668,3.0,808.0,12749.14,555,0,champions
13669,51.0,14.0,413.55,412,3,new_customers
13670,76.0,25.0,349.7,322,9,hibernating
13671,395.0,76.0,194.95,231,6,about_to_sleep
13672,302.0,23.0,233.53,221,6,about_to_sleep
13673,19.0,65.0,396.92,532,2,potential_loyalist
13674,430.0,14.0,215.88,111,10,lost
13675,152.0,25.0,486.82,322,9,hibernating
13676,540.0,11.0,153.15,111,10,lost
13677,405.0,107.0,556.19,242,8,at_risk
13678,152.0,16.0,232.6,311,3,new_customers
13679,494.0,50.0,281.26,131,10,lost
13680,2.0,653.0,9915.56,555,0,champions
13681,18.0,57.0,827.83,533,2,potential_loyalist
13682,188.0,3.0,59.5,211,9,hibernating
13683,458.0,10.0,258.6,111,10,lost
13684,286.0,109.0,546.52,242,8,at_risk
13685,3.0,39.0,3119.44,535,5,need_attention
13686,183.0,34.0,409.04,322,9,hibernating
13687,439.0,45.0,11880.84,135,8,at_risk
13688,636.0,5.0,375.5,112,10,lost
13689,64.0,9.0,1259.5,314,4,promising
13690,60.0,9.0,172.25,311,3,new_customers
13691,397.0,54.0,212.78,231,6,about_to_sleep
13692,25.0,96.0,3022.95,445,0,champions
13693,326.0,108.0,1979.82,244,8,at_risk
13694,4.0,1535.0,190801.6,555,0,champions
13695,32.0,96.0,2770.73,444,1,loyal
13696,422.0,24.0,2020.4,124,8,at_risk
13697,39.0,12.0,151.3,411,3,new_customers
13698,597.0,40.0,465.53,132,9,hibernating
13699,156.0,38.0,711.4,323,2,potential_loyalist
13700,27.0,239.0,2586.21,454,0,champions
13701,438.0,10.0,159.55,111,10,lost
13702,446.0,5.0,135.18,111,10,lost
13703,319.0,1.0,99.5,211,9,hibernating
13704,6.0,135.0,2295.31,544,0,champions
13705,8.0,74.0,1717.19,534,5,need_attention
13706,303.0,38.0,631.17,223,9,hibernating
13707,268.0,155.0,3365.86,245,8,at_risk
13708,272.0,51.0,296.88,232,9,hibernating
13709,4.0,418.0,7512.81,555,0,champions
13710,32.0,15.0,509.52,412,3,new_customers
13711,219.0,100.0,1649.31,244,8,at_risk
13712,247.0,33.0,766.42,223,9,hibernating
13713,409.0,82.0,743.26,243,8,at_risk
13714,466.0,30.0,161.35,121,10,lost
13715,282.0,521.0,8165.69,255,8,at_risk
13716,270.0,21.0,138.28,221,6,about_to_sleep
13717,33.0,127.0,1748.05,444,1,loyal
13718,247.0,12.0,306.55,212,9,hibernating
13719,16.0,251.0,2815.25,554,0,champions
13720,117.0,43.0,799.9,333,2,potential_loyalist
13721,37.0,42.0,741.54,433,2,potential_loyalist
13722,121.0,190.0,5629.16,355,1,loyal
13723,218.0,59.0,1209.2,234,8,at_risk
13724,638.0,42.0,213.01,131,10,lost
13725,50.0,114.0,1880.36,444,1,loyal
13726,39.0,42.0,1079.66,433,2,potential_loyalist
13727,29.0,85.0,1067.3,443,5,need_attention
13728,37.0,164.0,2855.17,444,1,loyal
13729,436.0,42.0,676.43,133,8,at_risk
13730,136.0,43.0,752.6,333,2,potential_loyalist
13731,220.0,38.0,610.59,223,9,hibernating
13732,29.0,33.0,491.86,422,3,new_customers
13733,411.0,30.0,484.53,122,9,hibernating
13734,509.0,30.0,3451.29,125,8,at_risk
13735,25.0,669.0,9469.63,455,0,champions
13736,6.0,562.0,2721.71,554,0,champions
13737,201.0,30.0,339.6,222,9,hibernating
13738,397.0,92.0,440.93,242,8,at_risk
13739,19.0,6.0,292.2,512,3,new_customers
13740,241.0,95.0,1597.77,244,8,at_risk
13741,72.0,35.0,666.33,323,2,potential_loyalist
13742,17.0,323.0,3102.42,555,0,champions
13743,3.0,42.0,1340.15,534,5,need_attention
13744,96.0,72.0,1156.36,333,2,potential_loyalist
13745,163.0,55.0,761.27,333,2,potential_loyalist
13746,414.0,9.0,176.69,111,10,lost
13747,374.0,5.0,169.8,211,9,hibernating
13748,96.0,58.0,2064.35,334,5,need_attention
13750,54.0,77.0,3563.6,435,1,loyal
13751,289.0,9.0,296.25,212,9,hibernating
13752,125.0,95.0,1590.73,344,1,loyal
13753,288.0,80.0,2094.57,244,8,at_risk
13754,152.0,21.0,447.05,322,9,hibernating
13755,4.0,343.0,2154.68,554,0,champions
13756,3.0,348.0,8614.4,555,0,champions
13757,675.0,8.0,195.55,111,10,lost
13758,12.0,287.0,8554.79,555,0,champions
13759,34.0,25.0,659.41,423,2,potential_loyalist
13760,55.0,120.0,1358.64,444,1,loyal
13761,51.0,122.0,1952.17,444,1,loyal
13762,205.0,38.0,2165.76,224,8,at_risk
13763,64.0,53.0,5181.99,335,1,loyal
13764,71.0,376.0,2953.26,355,1,loyal
13765,654.0,17.0,352.82,112,10,lost
13766,496.0,17.0,190.35,111,10,lost
13767,3.0,807.0,33493.47,555,0,champions
13768,727.0,33.0,875.97,123,9,hibernating
13769,3.0,287.0,5444.33,555,0,champions
13770,423.0,48.0,785.37,133,8,at_risk
13771,65.0,217.0,5726.07,355,1,loyal
13772,34.0,577.0,3094.72,455,0,champions
13773,397.0,19.0,301.54,222,9,hibernating
13774,82.0,22.0,345.0,322,9,hibernating
13775,591.0,63.0,1049.66,133,8,at_risk
13777,1.0,386.0,49307.0,555,0,champions
13778,104.0,44.0,1124.49,333,2,potential_loyalist
13779,516.0,27.0,161.13,121,10,lost
13780,8.0,100.0,735.82,543,1,loyal
13781,251.0,58.0,770.88,233,9,hibernating
13782,13.0,243.0,1785.77,554,0,champions
13783,488.0,10.0,1542.09,114,7,cannot_lose_them_but_losing
13784,10.0,45.0,2897.18,535,5,need_attention
13785,429.0,30.0,542.49,122,9,hibernating
13786,368.0,116.0,3113.54,245,8,at_risk
13787,76.0,92.0,1173.7,343,5,need_attention
13788,506.0,1.0,3.75,111,10,lost
13789,389.0,18.0,239.46,221,6,about_to_sleep
13790,5.0,45.0,348.8,532,2,potential_loyalist
13791,44.0,17.0,1047.68,413,4,promising
13792,67.0,23.0,383.95,322,9,hibernating
13793,647.0,7.0,96.0,111,10,lost
13794,547.0,9.0,126.03,111,10,lost
13795,389.0,29.0,836.3,223,9,hibernating
13796,500.0,22.0,289.7,122,9,hibernating
13797,437.0,80.0,1168.45,143,8,at_risk
13798,2.0,906.0,73185.1,555,0,champions
13799,117.0,109.0,2102.8,344,1,loyal
13800,310.0,73.0,1679.56,234,8,at_risk
13801,67.0,23.0,324.8,322,9,hibernating
13802,139.0,457.0,25491.56,355,1,loyal
13803,256.0,77.0,1319.11,234,8,at_risk
13804,31.0,169.0,3208.52,445,0,champions
13805,53.0,13.0,924.6,413,4,promising
13806,64.0,10.0,256.38,311,3,new_customers
13807,368.0,24.0,405.25,222,9,hibernating
13808,6.0,76.0,1747.66,534,5,need_attention
13809,306.0,25.0,679.7,223,9,hibernating
13810,29.0,34.0,899.51,423,2,potential_loyalist
13811,184.0,12.0,591.75,312,6,about_to_sleep
13812,43.0,36.0,539.0,422,3,new_customers
13813,40.0,153.0,2686.42,444,1,loyal
13814,93.0,79.0,2239.07,344,1,loyal
13815,23.0,359.0,7285.79,455,0,champions
13816,24.0,31.0,557.95,422,3,new_customers
13817,30.0,24.0,382.98,422,3,new_customers
13818,430.0,5.0,61.28,111,10,lost
13819,302.0,104.0,2631.1,244,8,at_risk
13820,419.0,93.0,640.4,143,8,at_risk
13821,145.0,208.0,1387.03,354,1,loyal
13822,6.0,96.0,632.0,543,1,loyal
13823,19.0,164.0,3358.55,545,0,champions
13824,33.0,104.0,3273.36,445,0,champions
13825,622.0,40.0,255.59,131,10,lost
13826,159.0,11.0,179.55,311,3,new_customers
13827,58.0,93.0,412.05,442,2,potential_loyalist
13828,23.0,15.0,209.49,411,3,new_customers
13830,575.0,11.0,135.95,111,10,lost
13831,17.0,185.0,6601.18,555,0,champions
13832,18.0,58.0,602.44,532,2,potential_loyalist
13833,160.0,45.0,701.36,333,2,potential_loyalist
13834,577.0,16.0,324.19,112,10,lost
13835,26.0,71.0,1058.32,433,2,potential_loyalist
13836,400.0,33.0,602.52,222,9,hibernating
13837,212.0,19.0,271.24,221,6,about_to_sleep
13838,6.0,420.0,1727.98,554,0,champions
13839,487.0,7.0,139.95,111,10,lost
13840,417.0,40.0,651.4,133,8,at_risk
13841,253.0,1.0,85.0,211,9,hibernating
13842,59.0,338.0,5294.39,355,1,loyal
13843,382.0,18.0,319.75,222,9,hibernating
13844,12.0,20.0,361.62,522,4,promising
13845,65.0,9.0,312.98,312,6,about_to_sleep
13846,25.0,84.0,1290.34,444,1,loyal
13847,720.0,19.0,310.72,122,9,hibernating
13848,93.0,10.0,3015.0,315,4,promising
13849,52.0,221.0,3443.8,455,0,champions
13850,89.0,94.0,1586.81,344,1,loyal
13851,96.0,139.0,4516.76,345,1,loyal
13852,607.0,13.0,170.45,111,10,lost
13853,9.0,24.0,1056.94,523,4,promising
13854,9.0,184.0,11848.81,555,0,champions
13855,501.0,76.0,1257.69,134,8,at_risk
13856,169.0,59.0,1058.88,333,2,potential_loyalist
13857,394.0,127.0,997.11,243,8,at_risk
13858,58.0,11.0,216.17,411,3,new_customers
13859,327.0,36.0,515.86,222,9,hibernating
13860,2.0,77.0,1240.0,534,5,need_attention
13861,430.0,21.0,251.31,121,10,lost
13862,19.0,163.0,2534.04,544,0,champions
13863,246.0,74.0,1217.63,234,8,at_risk
13864,387.0,1.0,662.4,213,6,about_to_sleep
13865,59.0,30.0,501.56,322,9,hibernating
13866,75.0,7.0,145.67,311,3,new_customers
13867,32.0,61.0,1015.29,433,2,potential_loyalist
13868,8.0,33.0,3192.54,525,4,promising
13869,124.0,860.0,8111.57,355,1,loyal
13870,3.0,245.0,5689.84,555,0,champions
13871,23.0,409.0,7804.95,455,0,champions
13872,514.0,60.0,908.27,133,8,at_risk
13873,120.0,61.0,1031.02,333,2,potential_loyalist
13874,359.0,72.0,2017.1,234,8,at_risk
13875,54.0,270.0,4814.37,455,0,champions
13876,64.0,7.0,122.7,311,3,new_customers
13877,87.0,25.0,446.33,322,9,hibernating
13878,55.0,107.0,2473.06,444,1,loyal
13879,646.0,25.0,395.5,122,9,hibernating
13880,22.0,223.0,4293.86,455,0,champions
13881,4.0,465.0,44392.5,555,0,champions
13882,3.0,64.0,1131.28,533,2,potential_loyalist
13883,2.0,328.0,6361.24,555,0,champions
13884,8.0,190.0,1852.38,554,0,champions
13885,190.0,28.0,506.8,222,9,hibernating
13886,72.0,16.0,243.56,311,3,new_customers
13887,205.0,19.0,349.55,222,9,hibernating
13888,120.0,184.0,2169.05,354,1,loyal
13889,93.0,84.0,1902.98,344,1,loyal
13890,2.0,182.0,2869.38,554,0,champions
13891,379.0,100.0,863.56,243,8,at_risk
13892,27.0,36.0,1267.65,424,4,promising
13893,298.0,21.0,821.1,223,9,hibernating
13894,23.0,30.0,535.97,422,3,new_customers
13895,22.0,186.0,3923.62,455,0,champions
13896,626.0,21.0,388.55,122,9,hibernating
13897,51.0,59.0,1160.72,433,2,potential_loyalist
13898,326.0,46.0,686.4,233,9,hibernating
13899,17.0,19.0,388.52,522,4,promising
13900,184.0,96.0,1608.09,344,1,loyal
13901,73.0,310.0,5599.34,355,1,loyal
13902,633.0,65.0,30428.46,135,8,at_risk
13903,401.0,10.0,165.45,211,9,hibernating
13904,38.0,26.0,332.64,422,3,new_customers
13905,572.0,15.0,244.45,111,10,lost
13906,410.0,1.0,42.0,111,10,lost
13907,692.0,4.0,136.8,111,10,lost
13908,80.0,126.0,2347.05,344,1,loyal
13909,424.0,39.0,286.6,132,9,hibernating
13911,58.0,242.0,4200.04,455,0,champions
13912,424.0,7.0,124.95,111,10,lost
13913,507.0,3.0,42.22,111,10,lost
13914,12.0,32.0,613.95,523,4,promising
13915,395.0,2.0,70.8,211,9,hibernating
13916,464.0,74.0,1275.81,134,8,at_risk
13917,50.0,18.0,272.04,421,3,new_customers
13918,50.0,30.0,1212.84,424,4,promising
13919,54.0,80.0,1326.03,444,1,loyal
13920,432.0,84.0,1734.88,144,7,cannot_lose_them_but_losing
13921,403.0,43.0,720.75,233,9,hibernating
13922,352.0,30.0,826.65,223,9,hibernating
13923,54.0,20.0,351.13,422,3,new_customers
13924,2.0,134.0,1682.93,544,0,champions
13925,93.0,43.0,616.65,333,2,potential_loyalist
13926,24.0,11.0,223.85,411,3,new_customers
13927,75.0,44.0,689.96,333,2,potential_loyalist
13928,11.0,27.0,464.57,522,4,promising
13929,170.0,60.0,3318.1,335,1,loyal
13930,58.0,17.0,337.34,412,3,new_customers
13931,86.0,272.0,5250.78,355,1,loyal
13932,295.0,16.0,307.4,212,9,hibernating
13933,110.0,23.0,608.79,323,2,potential_loyalist
13934,264.0,31.0,922.1,223,9,hibernating
13935,597.0,80.0,6116.92,145,8,at_risk
13936,180.0,58.0,924.36,333,2,potential_loyalist
13937,170.0,53.0,867.38,333,2,potential_loyalist
13938,36.0,7.0,71.66,411,3,new_customers
13939,24.0,113.0,1533.66,444,1,loyal
13940,18.0,49.0,839.14,533,2,potential_loyalist
13941,22.0,96.0,9826.63,445,0,champions
13942,535.0,1.0,320.0,112,10,lost
13943,578.0,15.0,246.54,111,10,lost
13944,654.0,35.0,200.43,121,10,lost
13945,395.0,51.0,854.15,233,9,hibernating
13946,80.0,55.0,1745.43,334,5,need_attention
13947,66.0,5.0,90.6,311,3,new_customers
13948,361.0,25.0,536.86,222,9,hibernating
13949,3.0,160.0,2427.32,544,0,champions
13950,12.0,34.0,728.56,523,4,promising
13951,177.0,39.0,674.45,333,2,potential_loyalist
13952,212.0,413.0,12790.89,255,8,at_risk
13953,8.0,25.0,6640.68,525,4,promising
13954,2.0,26.0,378.59,522,4,promising
13955,155.0,87.0,545.17,342,2,potential_loyalist
13956,6.0,152.0,1026.42,543,1,loyal
13957,418.0,27.0,458.25,122,9,hibernating
13958,373.0,228.0,4531.38,255,8,at_risk
13959,80.0,163.0,1076.18,343,5,need_attention
13960,22.0,12.0,230.22,411,3,new_customers
13961,386.0,19.0,498.7,222,9,hibernating
13962,22.0,23.0,362.8,422,3,new_customers
13963,309.0,161.0,2748.32,244,8,at_risk
13964,388.0,25.0,421.9,222,9,hibernating
13965,477.0,20.0,777.66,123,9,hibernating
13966,436.0,22.0,390.86,122,9,hibernating
13967,146.0,6.0,166.3,311,3,new_customers
13968,424.0,8.0,123.66,111,10,lost
13969,8.0,1090.0,12895.18,555,0,champions
13970,387.0,13.0,846.55,213,6,about_to_sleep
13971,9.0,263.0,4593.83,555,0,champions
13972,71.0,15.0,190.25,311,3,new_customers
13973,288.0,11.0,264.7,211,9,hibernating
13974,50.0,45.0,663.52,433,2,potential_loyalist
13975,32.0,753.0,5327.29,455,0,champions
13976,207.0,56.0,1192.36,233,9,hibernating
13977,412.0,13.0,519.81,112,10,lost
13978,15.0,15.0,196.79,511,3,new_customers
13979,74.0,404.0,3380.83,355,1,loyal
13980,61.0,66.0,763.87,333,2,potential_loyalist
13981,401.0,23.0,327.39,222,9,hibernating
13982,40.0,242.0,3990.19,455,0,champions
13983,30.0,332.0,6682.05,455,0,champions
13984,27.0,89.0,1461.32,444,1,loyal
13985,5.0,483.0,9982.31,555,0,champions
13986,18.0,13.0,320.46,512,3,new_customers
13987,380.0,46.0,682.54,233,9,hibernating
13988,20.0,298.0,4708.64,455,0,champions
13989,66.0,86.0,2026.06,344,1,loyal
13990,214.0,16.0,311.3,212,9,hibernating
13991,13.0,86.0,850.63,543,1,loyal
13992,31.0,11.0,219.5,411,3,new_customers
13993,33.0,265.0,6690.36,455,0,champions
13994,4.0,155.0,2313.14,544,0,champions
13995,16.0,232.0,3836.26,555,0,champions
13996,387.0,33.0,895.76,223,9,hibernating
13997,520.0,46.0,382.31,132,9,hibernating
13998,447.0,31.0,566.7,122,9,hibernating
13999,11.0,475.0,9438.01,555,0,champions
14000,207.0,49.0,1877.59,234,8,at_risk
14001,46.0,103.0,4228.85,445,0,champions
14002,135.0,47.0,529.73,332,9,hibernating
14003,733.0,16.0,209.41,111,10,lost
14004,44.0,241.0,6258.45,455,0,champions
14005,10.0,84.0,2874.72,545,0,champions
14006,116.0,77.0,2196.67,334,5,need_attention
14007,513.0,5.0,79.48,111,10,lost
14008,433.0,31.0,493.74,122,9,hibernating
14009,199.0,76.0,1090.23,233,9,hibernating
14010,566.0,26.0,288.1,122,9,hibernating
14011,481.0,33.0,451.92,122,9,hibernating
14012,278.0,11.0,328.8,212,9,hibernating
14013,111.0,69.0,1071.82,333,2,potential_loyalist
14014,78.0,76.0,1948.21,334,5,need_attention
14015,53.0,20.0,917.34,423,2,potential_loyalist
14016,155.0,450.0,11379.71,355,1,loyal
14017,572.0,14.0,229.75,111,10,lost
14018,646.0,13.0,367.15,112,10,lost
14019,47.0,68.0,1398.96,434,5,need_attention
14020,17.0,74.0,1213.26,534,5,need_attention
14021,156.0,90.0,1716.58,344,1,loyal
14022,226.0,47.0,792.15,233,9,hibernating
14023,8.0,31.0,584.07,522,4,promising
14024,122.0,34.0,645.74,323,2,potential_loyalist
14025,465.0,102.0,3969.1,145,8,at_risk
14026,471.0,50.0,713.11,133,8,at_risk
14027,61.0,6.0,104.82,311,3,new_customers
14028,551.0,12.0,6786.0,115,7,cannot_lose_them_but_losing
14029,64.0,15.0,467.66,312,6,about_to_sleep
14030,19.0,840.0,7578.84,555,0,champions
14031,8.0,764.0,36239.48,555,0,champions
14032,3.0,237.0,4482.21,555,0,champions
14033,556.0,1.0,109.44,111,10,lost
14034,23.0,88.0,512.02,442,2,potential_loyalist
14035,29.0,154.0,2852.47,444,1,loyal
14036,285.0,38.0,626.65,223,9,hibernating
14037,177.0,113.0,722.2,343,5,need_attention
14038,79.0,166.0,3000.93,345,1,loyal
14039,34.0,10.0,267.28,411,3,new_customers
14040,41.0,807.0,12461.89,455,0,champions
14041,267.0,21.0,141.41,221,6,about_to_sleep
14042,726.0,21.0,431.98,122,9,hibernating
14043,492.0,43.0,301.3,132,9,hibernating
14044,27.0,850.0,3106.15,455,0,champions
14045,110.0,40.0,9334.23,335,1,loyal
14046,285.0,14.0,154.99,211,9,hibernating
14047,9.0,156.0,3881.11,545,0,champions
14048,278.0,144.0,713.89,243,8,at_risk
14049,17.0,1097.0,13067.93,555,0,champions
14050,32.0,54.0,746.36,433,2,potential_loyalist
14051,1.0,327.0,21501.83,555,0,champions
14052,20.0,125.0,480.81,442,2,potential_loyalist
14053,125.0,9.0,572.3,312,6,about_to_sleep
14054,66.0,6.0,92.46,311,3,new_customers
14055,107.0,33.0,1520.96,324,5,need_attention
14056,2.0,1125.0,8125.58,555,0,champions
14057,24.0,447.0,8338.28,455,0,champions
14058,463.0,24.0,469.19,122,9,hibernating
14059,267.0,8.0,183.6,211,9,hibernating
14060,5.0,260.0,8882.3,555,0,champions
14061,508.0,19.0,917.43,123,9,hibernating
14062,10.0,346.0,25434.83,555,0,champions
14063,687.0,38.0,9471.5,125,8,at_risk
14064,30.0,247.0,3039.75,455,0,champions
14065,390.0,50.0,889.37,233,9,hibernating
14066,267.0,7.0,152.55,211,9,hibernating
14067,64.0,52.0,374.7,332,9,hibernating
14068,321.0,110.0,1504.97,244,8,at_risk
14069,515.0,42.0,230.06,131,10,lost
14070,685.0,42.0,326.55,132,9,hibernating
14071,4.0,329.0,1307.41,554,0,champions
14072,667.0,19.0,390.85,122,9,hibernating
14073,33.0,12.0,139.54,411,3,new_customers
14074,624.0,6.0,219.4,111,10,lost
14075,5.0,81.0,1734.87,544,0,champions
14076,130.0,46.0,122.47,331,6,about_to_sleep
14077,41.0,56.0,615.08,433,2,potential_loyalist
14078,102.0,150.0,1556.39,344,1,loyal
14079,125.0,13.0,618.73,313,4,promising
14080,33.0,82.0,1075.73,443,5,need_attention
14081,268.0,878.0,4852.03,255,8,at_risk
14082,365.0,65.0,413.36,232,9,hibernating
14083,5.0,189.0,1097.72,553,2,potential_loyalist
14084,513.0,7.0,150.5,111,10,lost
14085,3.0,1057.0,9784.17,555,0,champions
14086,463.0,1.0,39.95,111,10,lost
14087,3.0,219.0,803.47,553,2,potential_loyalist
14088,11.0,680.0,63731.63,555,0,champions
14089,57.0,14.0,161.0,411,3,new_customers
14090,325.0,1.0,76.32,211,9,hibernating
14091,655.0,13.0,9530.08,115,7,cannot_lose_them_but_losing
14092,8.0,376.0,7215.64,555,0,champions
14093,13.0,105.0,442.85,542,2,potential_loyalist
14094,440.0,48.0,334.27,132,9,hibernating
14095,723.0,1.0,2.95,111,10,lost
14096,5.0,5111.0,65164.79,555,0,champions
14097,482.0,40.0,422.86,132,9,hibernating
14098,37.0,21.0,147.35,421,3,new_customers
14099,17.0,530.0,5700.51,555,0,champions
14100,138.0,26.0,194.9,321,6,about_to_sleep
14101,74.0,91.0,9942.13,345,1,loyal
14102,6.0,82.0,1314.73,544,0,champions
14103,666.0,1.0,0.0,111,10,lost
14104,155.0,143.0,771.58,343,5,need_attention
14105,86.0,291.0,5778.23,355,1,loyal
14106,738.0,1.0,214.8,111,10,lost
14107,52.0,239.0,4853.7,455,0,champions
14108,31.0,55.0,1041.21,433,2,potential_loyalist
14109,73.0,4.0,80.2,311,3,new_customers
14110,4.0,402.0,12959.6,555,0,champions
14111,15.0,11.0,688.6,513,4,promising
14112,23.0,337.0,5529.46,455,0,champions
14113,4.0,133.0,6299.05,545,0,champions
14114,274.0,74.0,1364.09,234,8,at_risk
14115,502.0,22.0,622.67,123,9,hibernating
14116,20.0,72.0,1382.74,434,5,need_attention
14117,144.0,3.0,90.0,311,3,new_customers
14118,429.0,15.0,458.45,112,10,lost
14119,376.0,10.0,163.47,211,9,hibernating
14121,4.0,161.0,2740.3,544,0,champions
14122,407.0,12.0,309.77,212,9,hibernating
14123,734.0,24.0,436.18,122,9,hibernating
14124,85.0,5.0,419.58,312,6,about_to_sleep
14125,11.0,167.0,2740.43,544,0,champions
14126,8.0,44.0,1109.96,533,2,potential_loyalist
14127,123.0,117.0,1900.08,344,1,loyal
14128,61.0,64.0,909.36,333,2,potential_loyalist
14129,2.0,109.0,2591.34,544,0,champions
14130,320.0,224.0,1882.67,254,8,at_risk
14131,649.0,52.0,187.87,131,10,lost
14132,3.0,201.0,3580.13,555,0,champions
14133,130.0,37.0,898.39,323,2,potential_loyalist
14134,383.0,180.0,11123.35,255,8,at_risk
14135,2.0,220.0,8800.8,555,0,champions
14136,401.0,108.0,1553.96,244,8,at_risk
14137,682.0,14.0,294.1,112,10,lost
14138,2.0,47.0,982.38,533,2,potential_loyalist
14139,47.0,69.0,1086.8,433,2,potential_loyalist
14140,4.0,65.0,920.05,533,2,potential_loyalist
14141,3.0,45.0,880.28,533,2,potential_loyalist
14142,374.0,48.0,655.94,233,9,hibernating
14143,134.0,7.0,115.8,311,3,new_customers
14144,487.0,1.0,30.6,111,10,lost
14145,47.0,26.0,7006.05,425,4,promising
14146,9.0,461.0,8208.87,555,0,champions
14147,79.0,29.0,2019.3,324,5,need_attention
14148,234.0,17.0,466.29,212,9,hibernating
14149,219.0,18.0,259.43,221,6,about_to_sleep
14150,36.0,26.0,658.64,423,2,potential_loyalist
14151,674.0,43.0,666.7,133,8,at_risk
14152,76.0,133.0,1975.44,344,1,loyal
14153,484.0,17.0,233.4,111,10,lost
14154,240.0,294.0,6263.6,255,8,at_risk
14155,267.0,6.0,118.75,211,9,hibernating
14156,10.0,4104.0,300150.85,555,0,champions
14157,20.0,90.0,970.33,443,5,need_attention
14158,41.0,41.0,507.66,432,2,potential_loyalist
14159,20.0,1882.0,7615.05,455,0,champions
14160,611.0,107.0,8421.47,145,8,at_risk
14161,216.0,284.0,3035.73,255,8,at_risk
14162,174.0,25.0,289.36,322,9,hibernating
14163,88.0,58.0,2594.62,334,5,need_attention
14164,71.0,29.0,1631.77,324,5,need_attention
14165,276.0,25.0,122.54,221,6,about_to_sleep
14166,506.0,53.0,256.85,131,10,lost
14167,40.0,121.0,1296.49,444,1,loyal
14168,421.0,15.0,305.9,112,10,lost
14169,431.0,67.0,624.43,133,8,at_risk
14170,376.0,165.0,597.33,242,8,at_risk
14171,99.0,64.0,498.79,332,9,hibernating
14172,606.0,53.0,389.97,132,9,hibernating
14173,11.0,33.0,586.0,522,4,promising
14174,34.0,26.0,134.46,421,3,new_customers
14175,52.0,358.0,7357.19,455,0,champions
14176,298.0,38.0,753.56,223,9,hibernating
14177,85.0,211.0,2224.39,354,1,loyal
14178,9.0,327.0,1620.93,554,0,champions
14179,41.0,165.0,719.78,443,5,need_attention
14180,11.0,298.0,5909.0,555,0,champions
14181,411.0,54.0,310.55,132,9,hibernating
14182,444.0,52.0,660.07,133,8,at_risk
14183,412.0,35.0,286.29,122,9,hibernating
14184,67.0,24.0,452.89,322,9,hibernating
14185,332.0,3.0,197.65,211,9,hibernating
14186,428.0,104.0,1550.63,144,7,cannot_lose_them_but_losing
14187,474.0,8.0,123.5,111,10,lost
14188,9.0,71.0,2018.91,534,5,need_attention
14189,3.0,317.0,5453.38,555,0,champions
14190,667.0,1.0,79.9,111,10,lost
14191,2.0,267.0,4779.96,555,0,champions
14192,389.0,14.0,293.74,212,9,hibernating
14193,68.0,64.0,1210.19,334,5,need_attention
14194,5.0,986.0,18442.87,555,0,champions
14195,202.0,21.0,2401.4,224,8,at_risk
14196,107.0,6.0,335.52,312,6,about_to_sleep
14197,411.0,20.0,390.05,122,9,hibernating
14198,5.0,97.0,1527.58,544,0,champions
14199,219.0,16.0,916.5,213,6,about_to_sleep
14200,618.0,21.0,379.2,122,9,hibernating
14201,61.0,54.0,1163.84,333,2,potential_loyalist
14202,382.0,29.0,847.76,223,9,hibernating
14203,398.0,16.0,339.34,212,9,hibernating
14204,3.0,232.0,1062.96,553,2,potential_loyalist
14205,17.0,135.0,2156.3,544,0,champions
14206,240.0,70.0,1165.11,233,9,hibernating
14207,688.0,2.0,157.8,111,10,lost
14208,95.0,35.0,567.05,322,9,hibernating
14209,11.0,237.0,4937.37,555,0,champions
14210,92.0,321.0,5509.37,355,1,loyal
14211,54.0,249.0,4301.69,455,0,champions
14212,90.0,21.0,2190.14,324,5,need_attention
