Customer ID,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score
13709,4.0,418.0,7512.81,5,5,5,555
13710,32.0,15.0,509.52,4,1,2,412
13711,219.0,100.0,1649.31,2,4,4,244
13712,247.0,33.0,766.42,2,2,3,223
13713,409.0,82.0,743.26,2,4,3,243
13714,466.0,30.0,161.35,1,2,1,121
13715,282.0,521.0,8165.69,2,5,5,255
13716,270.0,21.0,138.28,2,2,1,221
13717,33.0,127.0,1748.05,4,4,4,444
13718,247.0,12.0,306.55,2,1,2,212
13719,16.0,251.0,2815.25,5,5,4,554
13720,117.0,43.0,799.9,3,3,3,333
13721,37.0,42.0,741.54,4,3,3,433
13722,121.0,190.0,5629.16,3,5,5,355
13723,218.0,59.0,1209.2,2,3,4,234
13724,638.0,42.0,213.01,1,3,1,131
13725,50.0,114.0,1880.36,4,4,4,444
13726,39.0,42.0,1079.66,4,3,3,433
13727,29.0,85.0,1067.3,4,4,3,443
13728,37.0,164.0,2855.17,4,4,4,444
13729,436.0,42.0,676.43,1,3,3,133
13730,136.0,43.0,752.6,3,3,3,333
13731,220.0,38.0,610.59,2,2,3,223
13732,29.0,33.0,491.86,4,2,2,422
13733,411.0,30.0,484.53,1,2,2,122
13734,509.0,30.0,3451.29,1,2,5,125
13735,25.0,669.0,9469.63,4,5,5,455
13736,6.0,562.0,2721.71,5,5,4,554
13737,201.0,30.0,339.6,2,2,2,222
13738,397.0,92.0,440.93,2,4,2,242
13739,19.0,6.0,292.2,5,1,2,512
13740,241.0,95.0,1597.77,2,4,4,244
13741,72.0,35.0,666.33,3,2,3,323
13742,17.0,323.0,3102.42,5,5,5,555
13743,3.0,42.0,1340.15,5,3,4,534
13744,96.0,72.0,1156.36,3,3,3,333
13745,163.0,55.0,761.27,3,3,3,333
13746,414.0,9.0,176.69,1,1,1,111
13747,374.0,5.0,169.8,2,1,1,211
13748,96.0,58.0,2064.35,3,3,4,334
13750,54.0,77.0,3563.6,4,3,5,435
13751,289.0,9.0,296.25,2,1,2,212
13752,125.0,95.0,1590.73,3,4,4,344
13753,288.0,80.0,2094.57,2,4,4,244
13754,152.0,21.0,447.05,3,2,2,322
13755,4.0,343.0,2154.68,5,5,4,554
13756,3.0,348.0,8614.4,5,5,5,555
13757,675.0,8.0,195.55,1,1,1,111
13758,12.0,287.0,8554.79,5,5,5,555
13759,34.0,25.0,659.41,4,2,3,423
13760,55.0,120.0,1358.64,4,4,4,444
13761,51.0,122.0,1952.17,4,4,4,444
13762,205.0,38.0,2165.76,2,2,4,224
13763,64.0,53.0,5181.99,3,3,5,335
13764,71.0,376.0,2953.26,3,5,5,355
13765,654.0,17.0,352.82,1,1,2,112
13766,496.0,17.0,190.35,1,1,1,111
13767,3.0,807.0,33493.47,5,5,5,555
13768,727.0,33.0,875.97,1,2,3,123
13769,3.0,287.0,5444.33,5,5,5,555
13770,423.0,48.0,785.37,1,3,3,133
13771,65.0,217.0,5726.07,3,5,5,355
13772,34.0,577.0,3094.72,4,5,5,455
13773,397.0,19.0,301.54,2,2,2,222
13774,82.0,22.0,345.0,3,2,2,322
13775,591.0,63.0,1049.66,1,3,3,133
13777,1.0,386.0,49307.0,5,5,5,555
13778,104.0,44.0,1124.49,3,3,3,333
13779,516.0,27.0,161.13,1,2,1,121
13780,8.0,100.0,735.82,5,4,3,543
13781,251.0,58.0,770.88,2,3,3,233
13782,13.0,243.0,1785.77,5,5,4,554
13783,488.0,10.0,1542.09,1,1,4,114
13784,10.0,45.0,2897.18,5,3,5,535
13785,429.0,30.0,542.49,1,2,2,122
13786,368.0,116.0,3113.54,2,4,5,245
13787,76.0,92.0,1173.7,3,4,3,343
13788,506.0,1.0,3.75,1,1,1,111
13789,389.0,18.0,239.46,2,2,1,221
13790,5.0,45.0,348.8,5,3,2,532
13791,44.0,17.0,1047.68,4,1,3,413
13792,67.0,23.0,383.95,3,2,2,322
13793,647.0,7.0,96.0,1,1,1,111
13794,547.0,9.0,126.03,1,1,1,111
13795,389.0,29.0,836.3,2,2,3,223
13796,500.0,22.0,289.7,1,2,2,122
13797,437.0,80.0,1168.45,1,4,3,143
13798,2.0,906.0,73185.1,5,5,5,555
13799,117.0,109.0,2102.8,3,4,4,344
13800,310.0,73.0,1679.56,2,3,4,234
13801,67.0,23.0,324.8,3,2,2,322
13802,139.0,457.0,25491.56,3,5,5,355
13803,256.0,77.0,1319.11,2,3,4,234
13804,31.0,169.0,3208.52,4,4,5,445
13805,53.0,13.0,924.6,4,1,3,413
13806,64.0,10.0,256.38,3,1,1,311
13807,368.0,24.0,405.25,2,2,2,222
13808,6.0,76.0,1747.66,5,3,4,534
13809,306.0,25.0,679.7,2,2,3,223
13810,29.0,34.0,899.51,4,2,3,423
13811,184.0,12.0,591.75,3,1,2,312
13812,43.0,36.0,539.0,4,2,2,422
13813,40.0,153.0,2686.42,4,4,4,444
13814,93.0,79.0,2239.07,3,4,4,344
13815,23.0,359.0,7285.79,4,5,5,455
13816,24.0,31.0,557.95,4,2,2,422
13817,30.0,24.0,382.98,4,2,2,422
13818,430.0,5.0,61.28,1,1,1,111
13819,302.0,104.0,2631.1,2,4,4,244
13820,419.0,93.0,640.4,1,4,3,143
13821,145.0,208.0,1387.03,3,5,4,354
13822,6.0,96.0,632.0,5,4,3,543
13823,19.0,164.0,3358.55,5,4,5,545
13824,33.0,104.0,3273.36,4,4,5,445
13825,622.0,40.0,255.59,1,3,1,131
13826,159.0,11.0,179.55,3,1,1,311
13827,58.0,93.0,412.05,4,4,2,442
13828,23.0,15.0,209.49,4,1,1,411
13830,575.0,11.0,135.95,1,1,1,111
13831,17.0,185.0,6601.18,5,5,5,555
13832,18.0,58.0,602.44,5,3,2,532
13833,160.0,45.0,701.36,3,3,3,333
13834,577.0,16.0,324.19,1,1,2,112
13835,26.0,71.0,1058.32,4,3,3,433
13836,400.0,33.0,602.52,2,2,2,222
13837,212.0,19.0,271.24,2,2,1,221
13838,6.0,420.0,1727.98,5,5,4,554
13839,487.0,7.0,139.95,1,1,1,111
13840,417.0,40.0,651.4,1,3,3,133
13841,253.0,1.0,85.0,2,1,1,211
13842,59.0,338.0,5294.39,3,5,5,355
13843,382.0,18.0,319.75,2,2,2,222
13844,12.0,20.0,361.62,5,2,2,522
13845,65.0,9.0,312.98,3,1,2,312
13846,25.0,84.0,1290.34,4,4,4,444
13847,720.0,19.0,310.72,1,2,2,122
13848,93.0,10.0,3015.0,3,1,5,315
13849,52.0,221.0,3443.8,4,5,5,455
13850,89.0,94.0,1586.81,3,4,4,344
13851,96.0,139.0,4516.76,3,4,5,345
13852,607.0,13.0,170.45,1,1,1,111
13853,9.0,24.0,1056.94,5,2,3,523
13854,9.0,184.0,11848.81,5,5,5,555
13855,501.0,76.0,1257.69,1,3,4,134
13856,169.0,59.0,1058.88,3,3,3,333
13857,394.0,127.0,997.11,2,4,3,243
13858,58.0,11.0,216.17,4,1,1,411
13859,327.0,36.0,515.86,2,2,2,222
13860,2.0,77.0,1240.0,5,3,4,534
13861,430.0,21.0,251.31,1,2,1,121
13862,19.0,163.0,2534.04,5,4,4,544
13863,246.0,74.0,1217.63,2,3,4,234
13864,387.0,1.0,662.4,2,1,3,213
13865,59.0,30.0,501.56,3,2,2,322
13866,75.0,7.0,145.67,3,1,1,311
13867,32.0,61.0,1015.29,4,3,3,433
13868,8.0,33.0,3192.54,5,2,5,525
13869,124.0,860.0,8111.57,3,5,5,355
13870,3.0,245.0,5689.84,5,5,5,555
13871,23.0,409.0,7804.95,4,5,5,455
13872,514.0,60.0,908.27,1,3,3,133
13873,120.0,61.0,1031.02,3,3,3,333
13874,359.0,72.0,2017.1,2,3,4,234
13875,54.0,270.0,4814.37,4,5,5,455
13876,64.0,7.0,122.7,3,1,1,311
13877,87.0,25.0,446.33,3,2,2,322
13878,55.0,107.0,2473.06,4,4,4,444
13879,646.0,25.0,395.5,1,2,2,122
13880,22.0,223.0,4293.86,4,5,5,455
13881,4.0,465.0,44392.5,5,5,5,555
13882,3.0,64.0,1131.28,5,3,3,533
13883,2.0,328.0,6361.24,5,5,5,555
13884,8.0,190.0,1852.38,5,5,4,554
13885,190.0,28.0,506.8,2,2,2,222
13886,72.0,16.0,243.56,3,1,1,311
13887,205.0,19.0,349.55,2,2,2,222
13888,120.0,184.0,2169.05,3,5,4,354
13889,93.0,84.0,1902.98,3,4,4,344
13890,2.0,182.0,2869.38,5,5,4,554
13891,379.0,100.0,863.56,2,4,3,243
13892,27.0,36.0,1267.65,4,2,4,424
13893,298.0,21.0,821.1,2,2,3,223
13894,23.0,30.0,535.97,4,2,2,422
13895,22.0,186.0,3923.62,4,5,5,455
13896,626.0,21.0,388.55,1,2,2,122
13897,51.0,59.0,1160.72,4,3,3,433
13898,326.0,46.0,686.4,2,3,3,233
13899,17.0,19.0,388.52,5,2,2,522
13900,184.0,96.0,1608.09,3,4,4,344
13901,73.0,310.0,5599.34,3,5,5,355
13902,633.0,65.0,30428.46,1,3,5,135
13903,401.0,10.0,165.45,2,1,1,211
13904,38.0,26.0,332.64,4,2,2,422
13905,572.0,15.0,244.45,1,1,1,111
13906,410.0,1.0,42.0,1,1,1,111
13907,692.0,4.0,136.8,1,1,1,111
13908,80.0,126.0,2347.05,3,4,4,344
13909,424.0,39.0,286.6,1,3,2,132
13911,58.0,242.0,4200.04,4,5,5,455
13912,424.0,7.0,124.95,1,1,1,111
13913,507.0,3.0,42.22,1,1,1,111
13914,12.0,32.0,613.95,5,2,3,523
13915,395.0,2.0,70.8,2,1,1,211
13916,464.0,74.0,1275.81,1,3,4,134
13917,50.0,18.0,272.04,4,2,1,421
13918,50.0,30.0,1212.84,4,2,4,424
13919,54.0,80.0,1326.03,4,4,4,444
13920,432.0,84.0,1734.88,1,4,4,144
13921,403.0,43.0,720.75,2,3,3,233
13922,352.0,30.0,826.65,2,2,3,223
13923,54.0,20.0,351.13,4,2,2,422
13924,2.0,134.0,1682.93,5,4,4,544
13925,93.0,43.0,616.65,3,3,3,333
13926,24.0,11.0,223.85,4,1,1,411
13927,75.0,44.0,689.96,3,3,3,333
13928,11.0,27.0,464.57,5,2,2,522
13929,170.0,60.0,3318.1,3,3,5,335
13930,58.0,17.0,337.34,4,1,2,412
13931,86.0,272.0,5250.78,3,5,5,355
13932,295.0,16.0,307.4,2,1,2,212
13933,110.0,23.0,608.79,3,2,3,323
13934,264.0,31.0,922.1,2,2,3,223
13935,597.0,80.0,6116.92,1,4,5,145
13936,180.0,58.0,924.36,3,3,3,333
13937,170.0,53.0,867.38,3,3,3,333
13938,36.0,7.0,71.66,4,1,1,411
13939,24.0,113.0,1533.66,4,4,4,444
13940,18.0,49.0,839.14,5,3,3,533
13941,22.0,96.0,9826.63,4,4,5,445
13942,535.0,1.0,320.0,1,1,2,112
13943,578.0,15.0,246.54,1,1,1,111
13944,654.0,35.0,200.43,1,2,1,121
13945,395.0,51.0,854.15,2,3,3,233
13946,80.0,55.0,1745.43,3,3,4,334
13947,66.0,5.0,90.6,3,1,1,311
13948,361.0,25.0,536.86,2,2,2,222
13949,3.0,160.0,2427.32,5,4,4,544
13950,12.0,34.0,728.56,5,2,3,523
13951,177.0,39.0,674.45,3,3,3,333
13952,212.0,413.0,12790.89,2,5,5,255
13953,8.0,25.0,6640.68,5,2,5,525
13954,2.0,26.0,378.59,5,2,2,522
13955,155.0,87.0,545.17,3,4,2,342
13956,6.0,152.0,1026.42,5,4,3,543
13957,418.0,27.0,458.25,1,2,2,122
13958,373.0,228.0,4531.38,2,5,5,255
13959,80.0,163.0,1076.18,3,4,3,343
13960,22.0,12.0,230.22,4,1,1,411
13961,386.0,19.0,498.7,2,2,2,222
13962,22.0,23.0,362.8,4,2,2,422
13963,309.0,161.0,2748.32,2,4,4,244
13964,388.0,25.0,421.9,2,2,2,222
13965,477.0,20.0,777.66,1,2,3,123
13966,436.0,22.0,390.86,1,2,2,122
13967,146.0,6.0,166.3,3,1,1,311
13968,424.0,8.0,123.66,1,1,1,111
13969,8.0,1090.0,12895.18,5,5,5,555
13970,387.0,13.0,846.55,2,1,3,213
13971,9.0,263.0,4593.83,5,5,5,555
13972,71.0,15.0,190.25,3,1,1,311
13973,288.0,11.0,264.7,2,1,1,211
13974,50.0,45.0,663.52,4,3,3,433
13975,32.0,753.0,5327.29,4,5,5,455
13976,207.0,56.0,1192.36,2,3,3,233
13977,412.0,13.0,519.81,1,1,2,112
13978,15.0,15.0,196.79,5,1,1,511
13979,74.0,404.0,3380.83,3,5,5,355
13980,61.0,66.0,763.87,3,3,3,333
13981,401.0,23.0,327.39,2,2,2,222
13982,40.0,242.0,3990.19,4,5,5,455
13983,30.0,332.0,6682.05,4,5,5,455
13984,27.0,89.0,1461.32,4,4,4,444
13985,5.0,483.0,9982.31,5,5,5,555
13986,18.0,13.0,320.46,5,1,2,512
13987,380.0,46.0,682.54,2,3,3,233
13988,20.0,298.0,4708.64,4,5,5,455
13989,66.0,86.0,2026.06,3,4,4,344
13990,214.0,16.0,311.3,2,1,2,212
13991,13.0,86.0,850.63,5,4,3,543
13992,31.0,11.0,219.5,4,1,1,411
13993,33.0,265.0,6690.36,4,5,5,455
13994,4.0,155.0,2313.14,5,4,4,544
13995,16.0,232.0,3836.26,5,5,5,555
13996,387.0,33.0,895.76,2,2,3,223
13997,520.0,46.0,382.31,1,3,2,132
13998,447.0,31.0,566.7,1,2,2,122
13999,11.0,475.0,9438.01,5,5,5,555
14000,207.0,49.0,1877.59,2,3,4,234
14001,46.0,103.0,4228.85,4,4,5,445
14002,135.0,47.0,529.73,3,3,2,332
14003,733.0,16.0,209.41,1,1,1,111
14004,44.0,241.0,6258.45,4,5,5,455
14005,10.0,84.0,2874.72,5,4,5,545
14006,116.0,77.0,2196.67,3,3,4,334
14007,513.0,5.0,79.48,1,1,1,111
14008,433.0,31.0,493.74,1,2,2,122
14009,199.0,76.0,1090.23,2,3,3,233
14010,566.0,26.0,288.1,1,2,2,122
14011,481.0,33.0,451.92,1,2,2,122
14012,278.0,11.0,328.8,2,1,2,212
14013,111.0,69.0,1071.82,3,3,3,333
14014,78.0,76.0,1948.21,3,3,4,334
14015,53.0,20.0,917.34,4,2,3,423
14016,155.0,450.0,11379.71,3,5,5,355
14017,572.0,14.0,229.75,1,1,1,111
14018,646.0,13.0,367.15,1,1,2,112
14019,47.0,68.0,1398.96,4,3,4,434
14020,17.0,74.0,1213.26,5,3,4,534
14021,156.0,90.0,1716.58,3,4,4,344
14022,226.0,47.0,792.15,2,3,3,233
14023,8.0,31.0,584.07,5,2,2,522
14024,122.0,34.0,645.74,3,2,3,323
14025,465.0,102.0,3969.1,1,4,5,145
14026,471.0,50.0,713.11,1,3,3,133
14027,61.0,6.0,104.82,3,1,1,311
14028,551.0,12.0,6786.0,1,1,5,115
14029,64.0,15.0,467.66,3,1,2,312
14030,19.0,840.0,7578.84,5,5,5,555
14031,8.0,764.0,36239.48,5,5,5,555
14032,3.0,237.0,4482.21,5,5,5,555
14033,556.0,1.0,109.44,1,1,1,111
14034,23.0,88.0,512.02,4,4,2,442
14035,29.0,154.0,2852.47,4,4,4,444
14036,285.0,38.0,626.65,2,2,3,223
14037,177.0,113.0,722.2,3,4,3,343
14038,79.0,166.0,3000.93,3,4,5,345
14039,34.0,10.0,267.28,4,1,1,411
14040,41.0,807.0,12461.89,4,5,5,455
14041,267.0,21.0,141.41,2,2,1,221
14042,726.0,21.0,431.98,1,2,2,122
14043,492.0,43.0,301.3,1,3,2,132
14044,27.0,850.0,3106.15,4,5,5,455
14045,110.0,40.0,9334.23,3,3,5,335
14046,285.0,14.0,154.99,2,1,1,211
14047,9.0,156.0,3881.11,5,4,5,545
14048,278.0,144.0,713.89,2,4,3,243
14049,17.0,1097.0,13067.93,5,5,5,555
14050,32.0,54.0,746.36,4,3,3,433
14051,1.0,327.0,21501.83,5,5,5,555
14052,20.0,125.0,480.81,4,4,2,442
14053,125.0,9.0,572.3,3,1,2,312
14054,66.0,6.0,92.46,3,1,1,311
14055,107.0,33.0,1520.96,3,2,4,324
14056,2.0,1125.0,8125.58,5,5,5,555
14057,24.0,447.0,8338.28,4,5,5,455
14058,463.0,24.0,469.19,1,2,2,122
14059,267.0,8.0,183.6,2,1,1,211
14060,5.0,260.0,8882.3,5,5,5,555
14061,508.0,19.0,917.43,1,2,3,123
14062,10.0,346.0,25434.83,5,5,5,555
14063,687.0,38.0,9471.5,1,2,5,125
14064,30.0,247.0,3039.75,4,5,5,455
14065,390.0,50.0,889.37,2,3,3,233
14066,267.0,7.0,152.55,2,1,1,211
14067,64.0,52.0,374.7,3,3,2,332
14068,321.0,110.0,1504.97,2,4,4,244
14069,515.0,42.0,230.06,1,3,1,131
14070,685.0,42.0,326.55,1,3,2,132
14071,4.0,329.0,1307.41,5,5,4,554
14072,667.0,19.0,390.85,1,2,2,122
14073,33.0,12.0,139.54,4,1,1,411
14074,624.0,6.0,219.4,1,1,1,111
14075,5.0,81.0,1734.87,5,4,4,544
14076,130.0,46.0,122.47,3,3,1,331
14077,41.0,56.0,615.08,4,3,3,433
14078,102.0,150.0,1556.39,3,4,4,344
14079,125.0,13.0,618.73,3,1,3,313
14080,33.0,82.0,1075.73,4,4,3,443
14081,268.0,878.0,4852.03,2,5,5,255
14082,365.0,65.0,413.36,2,3,2,232
14083,5.0,189.0,1097.72,5,5,3,553
14084,513.0,7.0,150.5,1,1,1,111
14085,3.0,1057.0,9784.17,5,5,5,555
14086,463.0,1.0,39.95,1,1,1,111
14087,3.0,219.0,803.47,5,5,3,553
14088,11.0,680.0,63731.63,5,5,5,555
14089,57.0,14.0,161.0,4,1,1,411
14090,325.0,1.0,76.32,2,1,1,211
14091,655.0,13.0,9530.08,1,1,5,115
14092,8.0,376.0,7215.64,5,5,5,555
14093,13.0,105.0,442.85,5,4,2,542
14094,440.0,48.0,334.27,1,3,2,132
14095,723.0,1.0,2.95,1,1,1,111
14096,5.0,5111.0,65164.79,5,5,5,555
14097,482.0,40.0,422.86,1,3,2,132
14098,37.0,21.0,147.35,4,2,1,421
14099,17.0,530.0,5700.51,5,5,5,555
14100,138.0,26.0,194.9,3,2,1,321
14101,74.0,91.0,9942.13,3,4,5,345
14102,6.0,82.0,1314.73,5,4,4,544
14103,666.0,1.0,0.0,1,1,1,111
14104,155.0,143.0,771.58,3,4,3,343
14105,86.0,291.0,5778.23,3,5,5,355
14106,738.0,1.0,214.8,1,1,1,111
14107,52.0,239.0,4853.7,4,5,5,455
14108,31.0,55.0,1041.21,4,3,3,433
14109,73.0,4.0,80.2,3,1,1,311
14110,4.0,402.0,12959.6,5,5,5,555
14111,15.0,11.0,688.6,5,1,3,513
14112,23.0,337.0,5529.46,4,5,5,455
14113,4.0,133.0,6299.05,5,4,5,545
14114,274.0,74.0,1364.09,2,3,4,234
14115,502.0,22.0,622.67,1,2,3,123
14116,20.0,72.0,1382.74,4,3,4,434
14117,144.0,3.0,90.0,3,1,1,311
14118,429.0,15.0,458.45,1,1,2,112
14119,376.0,10.0,163.47,2,1,1,211
14121,4.0,161.0,2740.3,5,4,4,544
14122,407.0,12.0,309.77,2,1,2,212
14123,734.0,24.0,436.18,1,2,2,122
14124,85.0,5.0,419.58,3,1,2,312
14125,11.0,167.0,2740.43,5,4,4,544
14126,8.0,44.0,1109.96,5,3,3,533
14127,123.0,117.0,1900.08,3,4,4,344
14128,61.0,64.0,909.36,3,3,3,333
14129,2.0,109.0,2591.34,5,4,4,544
14130,320.0,224.0,1882.67,2,5,4,254
14131,649.0,52.0,187.87,1,3,1,131
14132,3.0,201.0,3580.13,5,5,5,555
14133,130.0,37.0,898.39,3,2,3,323
14134,383.0,180.0,11123.35,2,5,5,255
14135,2.0,220.0,8800.8,5,5,5,555
14136,401.0,108.0,1553.96,2,4,4,244
14137,682.0,14.0,294.1,1,1,2,112
14138,2.0,47.0,982.38,5,3,3,533
14139,47.0,69.0,1086.8,4,3,3,433
14140,4.0,65.0,920.05,5,3,3,533
14141,3.0,45.0,880.28,5,3,3,533
14142,374.0,48.0,655.94,2,3,3,233
14143,134.0,7.0,115.8,3,1,1,311
14144,487.0,1.0,30.6,1,1,1,111
14145,47.0,26.0,7006.05,4,2,5,425
14146,9.0,461.0,8208.87,5,5,5,555
14147,79.0,29.0,2019.3,3,2,4,324
14148,234.0,17.0,466.29,2,1,2,212
14149,219.0,18.0,259.43,2,2,1,221
14150,36.0,26.0,658.64,4,2,3,423
14151,674.0,43.0,666.7,1,3,3,133
14152,76.0,133.0,1975.44,3,4,4,344
14153,484.0,17.0,233.4,1,1,1,111
14154,240.0,294.0,6263.6,2,5,5,255
14155,267.0,6.0,118.75,2,1,1,211
14156,10.0,4104.0,300150.85,5,5,5,555
14157,20.0,90.0,970.33,4,4,3,443
14158,41.0,41.0,507.66,4,3,2,432
14159,20.0,1882.0,7615.05,4,5,5,455
14160,611.0,107.0,8421.47,1,4,5,145
14161,216.0,284.0,3035.73,2,5,5,255
14162,174.0,25.0,289.36,3,2,2,322
14163,88.0,58.0,2594.62,3,3,4,334
14164,71.0,29.0,1631.77,3,2,4,324
14165,276.0,25.0,122.54,2,2,1,221
14166,506.0,53.0,256.85,1,3,1,131
14167,40.0,121.0,1296.49,4,4,4,444
14168,421.0,15.0,305.9,1,1,2,112
14169,431.0,67.0,624.43,1,3,3,133
14170,376.0,165.0,597.33,2,4,2,242
14171,99.0,64.0,498.79,3,3,2,332
14172,606.0,53.0,389.97,1,3,2,132
14173,11.0,33.0,586.0,5,2,2,522
14174,34.0,26.0,134.46,4,2,1,421
14175,52.0,358.0,7357.19,4,5,5,455
14176,298.0,38.0,753.56,2,2,3,223
14177,85.0,211.0,2224.39,3,5,4,354
14178,9.0,327.0,1620.93,5,5,4,554
14179,41.0,165.0,719.78,4,4,3,443
14180,11.0,298.0,5909.0,5,5,5,555
14181,411.0,54.0,310.55,1,3,2,132
14182,444.0,52.0,660.07,1,3,3,133
14183,412.0,35.0,286.29,1,2,2,122
14184,67.0,24.0,452.89,3,2,2,322
14185,332.0,3.0,197.65,2,1,1,211
14186,428.0,104.0,1550.63,1,4,4,144
14187,474.0,8.0,123.5,1,1,1,111
14188,9.0,71.0,2018.91,5,3,4,534
14189,3.0,317.0,5453.38,5,5,5,555
14190,667.0,1.0,79.9,1,1,1,111
14191,2.0,267.0,4779.96,5,5,5,555
14192,389.0,14.0,293.74,2,1,2,212
14193,68.0,64.0,1210.19,3,3,4,334
14194,5.0,986.0,18442.87,5,5,5,555
14195,202.0,21.0,2401.4,2,2,4,224
14196,107.0,6.0,335.52,3,1,2,312
14197,411.0,20.0,390.05,1,2,2,122
14198,5.0,97.0,1527.58,5,4,4,544
14199,219.0,16.0,916.5,2,1,3,213
14200,618.0,21.0,379.2,1,2,2,122
14201,61.0,54.0,1163.84,3,3,3,333
14202,382.0,29.0,847.76,2,2,3,223
14203,398.0,16.0,339.34,2,1,2,212
14204,3.0,232.0,1062.96,5,5,3,553
14205,17.0,135.0,2156.3,5,4,4,544
14206,240.0,70.0,1165.11,2,3,3,233
14207,688.0,2.0,157.8,1,1,1,111
14208,95.0,35.0,567.05,3,2,2,322
14209,11.0,237.0,4937.37,5,5,5,555
14210,92.0,321.0,5509.37,3,5,5,355
14211,54.0,249.0,4301.69,4,5,5,455
14212,90.0,21.0,2190.14,3,2,4,324
14214,31.0,70.0,1000.23,4,3,3,433
14215,12.0,187.0,3238.53,5,5,5,555
14216,4.0,79.0,2142.39,5,4,4,544
14217,2.0,179.0,3105.52,5,4,5,545
14218,43.0,12.0,169.48,4,1,1,411
14219,5.0,43.0,633.83,5,3,3,533
14220,248.0,38.0,1515.0,2,2,4,224
14221,43.0,348.0,6512.54,4,5,5,455
14222,178.0,41.0,683.17,3,3,3,333
14223,93.0,59.0,975.23,3,3,3,333
14224,111.0,238.0,1897.9,3,5,4,354
14225,435.0,91.0,2015.12,1,4,4,144
14226,29.0,105.0,2967.78,4,4,5,445
14227,27.0,388.0,6327.31,4,5,5,455
14228,438.0,38.0,745.5,1,2,3,123
14229,52.0,78.0,2468.99,4,4,4,444
14230,436.0,33.0,979.8,1,2,3,123
14231,184.0,69.0,1131.97,3,3,3,333
14232,32.0,118.0,2043.93,4,4,4,444
14233,44.0,77.0,2766.96,4,3,4,434
14234,23.0,159.0,775.46,4,4,3,443
14235,76.0,147.0,4666.99,3,4,5,345
14236,81.0,49.0,1543.44,3,3,4,334
14237,374.0,27.0,466.04,2,2,2,222
14238,327.0,13.0,434.23,2,1,2,212
14239,44.0,215.0,4203.72,4,5,5,455
14240,31.0,61.0,1247.49,4,3,4,434
14241,184.0,12.0,333.7,3,1,2,312
14242,235.0,16.0,280.55,2,1,1,211
14243,9.0,370.0,7152.06,5,5,5,555
14244,660.0,20.0,354.82,1,2,2,122
14245,177.0,112.0,1677.48,3,4,4,344
14246,111.0,75.0,1474.06,3,3,4,334
14247,279.0,118.0,769.71,2,4,3,243
14248,319.0,47.0,1032.95,2,3,3,233
14249,411.0,291.0,5625.46,1,5,5,155
14250,8.0,111.0,1904.05,5,4,4,544
14251,2.0,78.0,2879.7,5,4,5,545
14252,382.0,10.0,350.99,2,1,2,212
14253,494.0,12.0,363.4,1,1,2,112
14254,433.0,23.0,601.03,1,2,2,122
14256,261.0,134.0,2397.34,2,4,4,244
14257,65.0,240.0,5954.45,3,5,5,355
14258,10.0,308.0,31335.75,5,5,5,555
14259,142.0,5.0,120.0,3,1,1,311
14260,472.0,51.0,824.28,1,3,3,133
14261,51.0,52.0,1163.45,4,3,3,433
14262,9.0,143.0,2618.23,5,4,4,544
14263,424.0,16.0,322.93,1,1,2,112
14264,155.0,80.0,1475.86,3,4,4,344
14265,110.0,79.0,1373.35,3,4,4,344
14266,429.0,1.0,40.56,1,1,1,111
14267,151.0,67.0,1269.14,3,3,4,334
14268,471.0,19.0,354.85,1,2,2,122
14269,436.0,20.0,261.68,1,2,1,121
14270,332.0,29.0,492.65,2,2,2,222
14271,226.0,39.0,219.13,2,3,1,231
14272,74.0,64.0,920.81,3,3,3,333
14273,52.0,29.0,559.97,4,2,2,422
14274,687.0,15.0,256.6,1,1,1,111
14275,396.0,23.0,1189.38,2,2,3,223
14276,89.0,139.0,1933.73,3,4,4,344
14277,16.0,328.0,4974.67,5,5,5,555
14278,410.0,13.0,205.83,1,1,1,111
14279,521.0,3.0,191.86,1,1,1,111
14280,197.0,8.0,134.04,2,1,1,211
14281,409.0,7.0,245.15,2,1,1,211
14282,4.0,242.0,7273.66,5,5,5,555
14283,464.0,41.0,628.44,1,3,3,133
14284,31.0,69.0,1282.85,4,3,4,434
14285,22.0,61.0,3284.42,4,3,5,435
14286,24.0,510.0,8396.7,4,5,5,455
14287,9.0,8.0,156.23,5,1,1,511
14288,213.0,17.0,413.85,2,1,2,212
14289,9.0,47.0,911.26,5,3,3,533
14290,12.0,158.0,4472.01,5,4,5,545
14291,2.0,497.0,7844.4,5,5,5,555
14292,8.0,200.0,8926.45,5,5,5,555
14293,4.0,118.0,2809.41,5,4,4,544
14294,408.0,23.0,375.34,2,2,2,222
14295,41.0,74.0,2327.56,4,3,4,434
14296,414.0,28.0,448.45,1,2,2,122
14297,18.0,63.0,1290.48,5,3,4,534
14298,4.0,2866.0,90489.31,5,5,5,555
14299,9.0,362.0,12621.98,5,5,5,555
14300,19.0,3.0,43.2,5,1,1,511
14301,108.0,58.0,1956.23,3,3,4,334
14302,431.0,28.0,742.9,1,2,3,123
14303,408.0,22.0,277.94,2,2,1,221
14304,223.0,87.0,1523.81,2,4,4,244
14305,72.0,108.0,1803.76,3,4,4,344
14306,52.0,48.0,3141.5,4,3,5,435
14307,89.0,263.0,4279.97,3,5,5,355
14309,9.0,195.0,3747.96,5,5,5,555
