Customer ID,Recency,Frequency,Monetary,Recency_clustered,Frequency_clustered,Monetary_clustered,score
13813,40.0,153.0,2686.42,5,1,1,511
13814,93.0,79.0,2239.07,4,1,1,411
13815,23.0,359.0,7285.79,5,2,1,521
13816,24.0,31.0,557.95,5,1,1,511
13817,30.0,24.0,382.98,5,1,1,511
13818,430.0,5.0,61.28,2,1,1,211
13819,302.0,104.0,2631.1,3,1,1,311
13820,419.0,93.0,640.4,2,1,1,211
13821,145.0,208.0,1387.03,4,1,1,411
13822,6.0,96.0,632.0,5,1,1,511
13823,19.0,164.0,3358.55,5,1,1,511
13824,33.0,104.0,3273.36,5,1,1,511
13825,622.0,40.0,255.59,1,1,1,111
13826,159.0,11.0,179.55,4,1,1,411
13827,58.0,93.0,412.05,5,1,1,511
13828,23.0,15.0,209.49,5,1,1,511
13830,575.0,11.0,135.95,1,1,1,111
13831,17.0,185.0,6601.18,5,1,1,511
13832,18.0,58.0,602.44,5,1,1,511
13833,160.0,45.0,701.36,4,1,1,411
13834,577.0,16.0,324.19,1,1,1,111
13835,26.0,71.0,1058.32,5,1,1,511
13836,400.0,33.0,602.52,2,1,1,211
13837,212.0,19.0,271.24,3,1,1,311
13838,6.0,420.0,1727.98,5,2,1,521
13839,487.0,7.0,139.95,2,1,1,211
13840,417.0,40.0,651.4,2,1,1,211
13841,253.0,1.0,85.0,3,1,1,311
13842,59.0,338.0,5294.39,5,2,1,521
13843,382.0,18.0,319.75,2,1,1,211
13844,12.0,20.0,361.62,5,1,1,511
13845,65.0,9.0,312.98,5,1,1,511
13846,25.0,84.0,1290.34,5,1,1,511
13847,720.0,19.0,310.72,1,1,1,111
13848,93.0,10.0,3015.0,4,1,1,411
13849,52.0,221.0,3443.8,5,2,1,521
13850,89.0,94.0,1586.81,4,1,1,411
13851,96.0,139.0,4516.76,4,1,1,411
13852,607.0,13.0,170.45,1,1,1,111
13853,9.0,24.0,1056.94,5,1,1,511
13854,9.0,184.0,11848.81,5,1,2,512
13855,501.0,76.0,1257.69,2,1,1,211
13856,169.0,59.0,1058.88,4,1,1,411
13857,394.0,127.0,997.11,2,1,1,211
13858,58.0,11.0,216.17,5,1,1,511
13859,327.0,36.0,515.86,3,1,1,311
13860,2.0,77.0,1240.0,5,1,1,511
13861,430.0,21.0,251.31,2,1,1,211
13862,19.0,163.0,2534.04,5,1,1,511
13863,246.0,74.0,1217.63,3,1,1,311
13864,387.0,1.0,662.4,2,1,1,211
13865,59.0,30.0,501.56,5,1,1,511
13866,75.0,7.0,145.67,5,1,1,511
13867,32.0,61.0,1015.29,5,1,1,511
13868,8.0,33.0,3192.54,5,1,1,511
13869,124.0,860.0,8111.57,4,3,2,432
13870,3.0,245.0,5689.84,5,2,1,521
13871,23.0,409.0,7804.95,5,2,1,521
13872,514.0,60.0,908.27,2,1,1,211
13873,120.0,61.0,1031.02,4,1,1,411
13874,359.0,72.0,2017.1,2,1,1,211
13875,54.0,270.0,4814.37,5,2,1,521
13876,64.0,7.0,122.7,5,1,1,511
13877,87.0,25.0,446.33,4,1,1,411
13878,55.0,107.0,2473.06,5,1,1,511
13879,646.0,25.0,395.5,1,1,1,111
13880,22.0,223.0,4293.86,5,2,1,521
13881,4.0,465.0,44392.5,5,2,2,522
13882,3.0,64.0,1131.28,5,1,1,511
13883,2.0,328.0,6361.24,5,2,1,521
13884,8.0,190.0,1852.38,5,1,1,511
13885,190.0,28.0,506.8,4,1,1,411
13886,72.0,16.0,243.56,5,1,1,511
13887,205.0,19.0,349.55,3,1,1,311
13888,120.0,184.0,2169.05,4,1,1,411
13889,93.0,84.0,1902.98,4,1,1,411
13890,2.0,182.0,2869.38,5,1,1,511
13891,379.0,100.0,863.56,2,1,1,211
13892,27.0,36.0,1267.65,5,1,1,511
13893,298.0,21.0,821.1,3,1,1,311
13894,23.0,30.0,535.97,5,1,1,511
13895,22.0,186.0,3923.62,5,1,1,511
13896,626.0,21.0,388.55,1,1,1,111
13897,51.0,59.0,1160.72,5,1,1,511
13898,326.0,46.0,686.4,3,1,1,311
13899,17.0,19.0,388.52,5,1,1,511
13900,184.0,96.0,1608.09,4,1,1,411
13901,73.0,310.0,5599.34,5,2,1,521
13902,633.0,65.0,30428.46,1,1,2,112
13903,401.0,10.0,165.45,2,1,1,211
13904,38.0,26.0,332.64,5,1,1,511
13905,572.0,15.0,244.45,1,1,1,111
13906,410.0,1.0,42.0,2,1,1,211
13907,692.0,4.0,136.8,1,1,1,111
13908,80.0,126.0,2347.05,4,1,1,411
13909,424.0,39.0,286.6,2,1,1,211
13911,58.0,242.0,4200.04,5,2,1,521
13912,424.0,7.0,124.95,2,1,1,211
13913,507.0,3.0,42.22,2,1,1,211
13914,12.0,32.0,613.95,5,1,1,511
13915,395.0,2.0,70.8,2,1,1,211
13916,464.0,74.0,1275.81,2,1,1,211
13917,50.0,18.0,272.04,5,1,1,511
13918,50.0,30.0,1212.84,5,1,1,511
13919,54.0,80.0,1326.03,5,1,1,511
13920,432.0,84.0,1734.88,2,1,1,211
13921,403.0,43.0,720.75,2,1,1,211
13922,352.0,30.0,826.65,2,1,1,211
13923,54.0,20.0,351.13,5,1,1,511
13924,2.0,134.0,1682.93,5,1,1,511
13925,93.0,43.0,616.65,4,1,1,411
13926,24.0,11.0,223.85,5,1,1,511
13927,75.0,44.0,689.96,5,1,1,511
13928,11.0,27.0,464.57,5,1,1,511
13929,170.0,60.0,3318.1,4,1,1,411
13930,58.0,17.0,337.34,5,1,1,511
13931,86.0,272.0,5250.78,4,2,1,421
13932,295.0,16.0,307.4,3,1,1,311
13933,110.0,23.0,608.79,4,1,1,411
13934,264.0,31.0,922.1,3,1,1,311
13935,597.0,80.0,6116.92,1,1,1,111
13936,180.0,58.0,924.36,4,1,1,411
13937,170.0,53.0,867.38,4,1,1,411
13938,36.0,7.0,71.66,5,1,1,511
13939,24.0,113.0,1533.66,5,1,1,511
13940,18.0,49.0,839.14,5,1,1,511
13941,22.0,96.0,9826.63,5,1,2,512
13942,535.0,1.0,320.0,1,1,1,111
13943,578.0,15.0,246.54,1,1,1,111
13944,654.0,35.0,200.43,1,1,1,111
13945,395.0,51.0,854.15,2,1,1,211
13946,80.0,55.0,1745.43,4,1,1,411
13947,66.0,5.0,90.6,5,1,1,511
13948,361.0,25.0,536.86,2,1,1,211
13949,3.0,160.0,2427.32,5,1,1,511
13950,12.0,34.0,728.56,5,1,1,511
13951,177.0,39.0,674.45,4,1,1,411
13952,212.0,413.0,12790.89,3,2,2,322
13953,8.0,25.0,6640.68,5,1,1,511
13954,2.0,26.0,378.59,5,1,1,511
13955,155.0,87.0,545.17,4,1,1,411
13956,6.0,152.0,1026.42,5,1,1,511
13957,418.0,27.0,458.25,2,1,1,211
13958,373.0,228.0,4531.38,2,2,1,221
13959,80.0,163.0,1076.18,4,1,1,411
13960,22.0,12.0,230.22,5,1,1,511
13961,386.0,19.0,498.7,2,1,1,211
13962,22.0,23.0,362.8,5,1,1,511
13963,309.0,161.0,2748.32,3,1,1,311
13964,388.0,25.0,421.9,2,1,1,211
13965,477.0,20.0,777.66,2,1,1,211
13966,436.0,22.0,390.86,2,1,1,211
13967,146.0,6.0,166.3,4,1,1,411
13968,424.0,8.0,123.66,2,1,1,211
13969,8.0,1090.0,12895.18,5,3,2,532
13970,387.0,13.0,846.55,2,1,1,211
13971,9.0,263.0,4593.83,5,2,1,521
13972,71.0,15.0,190.25,5,1,1,511
13973,288.0,11.0,264.7,3,1,1,311
13974,50.0,45.0,663.52,5,1,1,511
13975,32.0,753.0,5327.29,5,2,1,521
13976,207.0,56.0,1192.36,3,1,1,311
13977,412.0,13.0,519.81,2,1,1,211
13978,15.0,15.0,196.79,5,1,1,511
13979,74.0,404.0,3380.83,5,2,1,521
13980,61.0,66.0,763.87,5,1,1,511
13981,401.0,23.0,327.39,2,1,1,211
13982,40.0,242.0,3990.19,5,2,1,521
13983,30.0,332.0,6682.05,5,2,1,521
13984,27.0,89.0,1461.32,5,1,1,511
13985,5.0,483.0,9982.31,5,2,2,522
13986,18.0,13.0,320.46,5,1,1,511
13987,380.0,46.0,682.54,2,1,1,211
13988,20.0,298.0,4708.64,5,2,1,521
13989,66.0,86.0,2026.06,5,1,1,511
13990,214.0,16.0,311.3,3,1,1,311
13991,13.0,86.0,850.63,5,1,1,511
13992,31.0,11.0,219.5,5,1,1,511
13993,33.0,265.0,6690.36,5,2,1,521
13994,4.0,155.0,2313.14,5,1,1,511
13995,16.0,232.0,3836.26,5,2,1,521
13996,387.0,33.0,895.76,2,1,1,211
13997,520.0,46.0,382.31,2,1,1,211
13998,447.0,31.0,566.7,2,1,1,211
13999,11.0,475.0,9438.01,5,2,2,522
14000,207.0,49.0,1877.59,3,1,1,311
14001,46.0,103.0,4228.85,5,1,1,511
14002,135.0,47.0,529.73,4,1,1,411
14003,733.0,16.0,209.41,1,1,1,111
14004,44.0,241.0,6258.45,5,2,1,521
14005,10.0,84.0,2874.72,5,1,1,511
14006,116.0,77.0,2196.67,4,1,1,411
14007,513.0,5.0,79.48,2,1,1,211
14008,433.0,31.0,493.74,2,1,1,211
14009,199.0,76.0,1090.23,3,1,1,311
14010,566.0,26.0,288.1,1,1,1,111
14011,481.0,33.0,451.92,2,1,1,211
14012,278.0,11.0,328.8,3,1,1,311
14013,111.0,69.0,1071.82,4,1,1,411
14014,78.0,76.0,1948.21,4,1,1,411
14015,53.0,20.0,917.34,5,1,1,511
14016,155.0,450.0,11379.71,4,2,2,422
14017,572.0,14.0,229.75,1,1,1,111
14018,646.0,13.0,367.15,1,1,1,111
14019,47.0,68.0,1398.96,5,1,1,511
14020,17.0,74.0,1213.26,5,1,1,511
14021,156.0,90.0,1716.58,4,1,1,411
14022,226.0,47.0,792.15,3,1,1,311
14023,8.0,31.0,584.07,5,1,1,511
14024,122.0,34.0,645.74,4,1,1,411
14025,465.0,102.0,3969.1,2,1,1,211
14026,471.0,50.0,713.11,2,1,1,211
14027,61.0,6.0,104.82,5,1,1,511
14028,551.0,12.0,6786.0,1,1,1,111
14029,64.0,15.0,467.66,5,1,1,511
14030,19.0,840.0,7578.84,5,3,1,531
14031,8.0,764.0,36239.48,5,3,2,532
14032,3.0,237.0,4482.21,5,2,1,521
14033,556.0,1.0,109.44,1,1,1,111
14034,23.0,88.0,512.02,5,1,1,511
14035,29.0,154.0,2852.47,5,1,1,511
14036,285.0,38.0,626.65,3,1,1,311
14037,177.0,113.0,722.2,4,1,1,411
14038,79.0,166.0,3000.93,4,1,1,411
14039,34.0,10.0,267.28,5,1,1,511
14040,41.0,807.0,12461.89,5,3,2,532
14041,267.0,21.0,141.41,3,1,1,311
14042,726.0,21.0,431.98,1,1,1,111
14043,492.0,43.0,301.3,2,1,1,211
14044,27.0,850.0,3106.15,5,3,1,531
14045,110.0,40.0,9334.23,4,1,2,412
14046,285.0,14.0,154.99,3,1,1,311
14047,9.0,156.0,3881.11,5,1,1,511
14048,278.0,144.0,713.89,3,1,1,311
14049,17.0,1097.0,13067.93,5,3,2,532
14050,32.0,54.0,746.36,5,1,1,511
14051,1.0,327.0,21501.83,5,2,2,522
14052,20.0,125.0,480.81,5,1,1,511
14053,125.0,9.0,572.3,4,1,1,411
14054,66.0,6.0,92.46,5,1,1,511
14055,107.0,33.0,1520.96,4,1,1,411
14056,2.0,1125.0,8125.58,5,3,2,532
14057,24.0,447.0,8338.28,5,2,2,522
14058,463.0,24.0,469.19,2,1,1,211
14059,267.0,8.0,183.6,3,1,1,311
14060,5.0,260.0,8882.3,5,2,2,522
14061,508.0,19.0,917.43,2,1,1,211
14062,10.0,346.0,25434.83,5,2,2,522
14063,687.0,38.0,9471.5,1,1,2,112
14064,30.0,247.0,3039.75,5,2,1,521
14065,390.0,50.0,889.37,2,1,1,211
14066,267.0,7.0,152.55,3,1,1,311
14067,64.0,52.0,374.7,5,1,1,511
14068,321.0,110.0,1504.97,3,1,1,311
14069,515.0,42.0,230.06,2,1,1,211
14070,685.0,42.0,326.55,1,1,1,111
14071,4.0,329.0,1307.41,5,2,1,521
14072,667.0,19.0,390.85,1,1,1,111
14073,33.0,12.0,139.54,5,1,1,511
14074,624.0,6.0,219.4,1,1,1,111
14075,5.0,81.0,1734.87,5,1,1,511
14076,130.0,46.0,122.47,4,1,1,411
14077,41.0,56.0,615.08,5,1,1,511
14078,102.0,150.0,1556.39,4,1,1,411
14079,125.0,13.0,618.73,4,1,1,411
14080,33.0,82.0,1075.73,5,1,1,511
14081,268.0,878.0,4852.03,3,3,1,331
14082,365.0,65.0,413.36,2,1,1,211
14083,5.0,189.0,1097.72,5,1,1,511
14084,513.0,7.0,150.5,2,1,1,211
14085,3.0,1057.0,9784.17,5,3,2,532
14086,463.0,1.0,39.95,2,1,1,211
14087,3.0,219.0,803.47,5,2,1,521
14088,11.0,680.0,63731.63,5,2,3,523
14089,57.0,14.0,161.0,5,1,1,511
14090,325.0,1.0,76.32,3,1,1,311
14091,655.0,13.0,9530.08,1,1,2,112
14092,8.0,376.0,7215.64,5,2,1,521
14093,13.0,105.0,442.85,5,1,1,511
14094,440.0,48.0,334.27,2,1,1,211
14095,723.0,1.0,2.95,1,1,1,111
14096,5.0,5111.0,65164.79,5,4,3,543
14097,482.0,40.0,422.86,2,1,1,211
14098,37.0,21.0,147.35,5,1,1,511
14099,17.0,530.0,5700.51,5,2,1,521
14100,138.0,26.0,194.9,4,1,1,411
14101,74.0,91.0,9942.13,5,1,2,512
14102,6.0,82.0,1314.73,5,1,1,511
14103,666.0,1.0,0.0,1,1,1,111
14104,155.0,143.0,771.58,4,1,1,411
14105,86.0,291.0,5778.23,4,2,1,421
14106,738.0,1.0,214.8,1,1,1,111
14107,52.0,239.0,4853.7,5,2,1,521
14108,31.0,55.0,1041.21,5,1,1,511
14109,73.0,4.0,80.2,5,1,1,511
14110,4.0,402.0,12959.6,5,2,2,522
14111,15.0,11.0,688.6,5,1,1,511
14112,23.0,337.0,5529.46,5,2,1,521
14113,4.0,133.0,6299.05,5,1,1,511
14114,274.0,74.0,1364.09,3,1,1,311
14115,502.0,22.0,622.67,2,1,1,211
14116,20.0,72.0,1382.74,5,1,1,511
14117,144.0,3.0,90.0,4,1,1,411
14118,429.0,15.0,458.45,2,1,1,211
14119,376.0,10.0,163.47,2,1,1,211
14121,4.0,161.0,2740.3,5,1,1,511
14122,407.0,12.0,309.77,2,1,1,211
14123,734.0,24.0,436.18,1,1,1,111
14124,85.0,5.0,419.58,4,1,1,411
14125,11.0,167.0,2740.43,5,1,1,511
14126,8.0,44.0,1109.96,5,1,1,511
14127,123.0,117.0,1900.08,4,1,1,411
14128,61.0,64.0,909.36,5,1,1,511
14129,2.0,109.0,2591.34,5,1,1,511
14130,320.0,224.0,1882.67,3,2,1,321
14131,649.0,52.0,187.87,1,1,1,111
14132,3.0,201.0,3580.13,5,1,1,511
14133,130.0,37.0,898.39,4,1,1,411
14134,383.0,180.0,11123.35,2,1,2,212
14135,2.0,220.0,8800.8,5,2,2,522
14136,401.0,108.0,1553.96,2,1,1,211
14137,682.0,14.0,294.1,1,1,1,111
14138,2.0,47.0,982.38,5,1,1,511
14139,47.0,69.0,1086.8,5,1,1,511
14140,4.0,65.0,920.05,5,1,1,511
14141,3.0,45.0,880.28,5,1,1,511
14142,374.0,48.0,655.94,2,1,1,211
14143,134.0,7.0,115.8,4,1,1,411
14144,487.0,1.0,30.6,2,1,1,211
14145,47.0,26.0,7006.05,5,1,1,511
14146,9.0,461.0,8208.87,5,2,2,522
14147,79.0,29.0,2019.3,4,1,1,411
14148,234.0,17.0,466.29,3,1,1,311
14149,219.0,18.0,259.43,3,1,1,311
14150,36.0,26.0,658.64,5,1,1,511
14151,674.0,43.0,666.7,1,1,1,111
14152,76.0,133.0,1975.44,5,1,1,511
14153,484.0,17.0,233.4,2,1,1,211
14154,240.0,294.0,6263.6,3,2,1,321
14155,267.0,6.0,118.75,3,1,1,311
14156,10.0,4104.0,300150.85,5,4,4,544
14157,20.0,90.0,970.33,5,1,1,511
14158,41.0,41.0,507.66,5,1,1,511
14159,20.0,1882.0,7615.05,5,3,1,531
14160,611.0,107.0,8421.47,1,1,2,112
14161,216.0,284.0,3035.73,3,2,1,321
14162,174.0,25.0,289.36,4,1,1,411
14163,88.0,58.0,2594.62,4,1,1,411
14164,71.0,29.0,1631.77,5,1,1,511
14165,276.0,25.0,122.54,3,1,1,311
14166,506.0,53.0,256.85,2,1,1,211
14167,40.0,121.0,1296.49,5,1,1,511
14168,421.0,15.0,305.9,2,1,1,211
14169,431.0,67.0,624.43,2,1,1,211
14170,376.0,165.0,597.33,2,1,1,211
14171,99.0,64.0,498.79,4,1,1,411
14172,606.0,53.0,389.97,1,1,1,111
14173,11.0,33.0,586.0,5,1,1,511
14174,34.0,26.0,134.46,5,1,1,511
14175,52.0,358.0,7357.19,5,2,1,521
14176,298.0,38.0,753.56,3,1,1,311
14177,85.0,211.0,2224.39,4,1,1,411
14178,9.0,327.0,1620.93,5,2,1,521
14179,41.0,165.0,719.78,5,1,1,511
14180,11.0,298.0,5909.0,5,2,1,521
14181,411.0,54.0,310.55,2,1,1,211
14182,444.0,52.0,660.07,2,1,1,211
14183,412.0,35.0,286.29,2,1,1,211
14184,67.0,24.0,452.89,5,1,1,511
14185,332.0,3.0,197.65,3,1,1,311
14186,428.0,104.0,1550.63,2,1,1,211
14187,474.0,8.0,123.5,2,1,1,211
14188,9.0,71.0,2018.91,5,1,1,511
14189,3.0,317.0,5453.38,5,2,1,521
14190,667.0,1.0,79.9,1,1,1,111
14191,2.0,267.0,4779.96,5,2,1,521
14192,389.0,14.0,293.74,2,1,1,211
14193,68.0,64.0,1210.19,5,1,1,511
14194,5.0,986.0,18442.87,5,3,2,532
14195,202.0,21.0,2401.4,3,1,1,311
14196,107.0,6.0,335.52,4,1,1,411
14197,411.0,20.0,390.05,2,1,1,211
14198,5.0,97.0,1527.58,5,1,1,511
14199,219.0,16.0,916.5,3,1,1,311
14200,618.0,21.0,379.2,1,1,1,111
14201,61.0,54.0,1163.84,5,1,1,511
14202,382.0,29.0,847.76,2,1,1,211
14203,398.0,16.0,339.34,2,1,1,211
14204,3.0,232.0,1062.96,5,2,1,521
14205,17.0,135.0,2156.3,5,1,1,511
14206,240.0,70.0,1165.11,3,1,1,311
14207,688.0,2.0,157.8,1,1,1,111
14208,95.0,35.0,567.05,4,1,1,411
14209,11.0,237.0,4937.37,5,2,1,521
14210,92.0,321.0,5509.37,4,2,1,421
14211,54.0,249.0,4301.69,5,2,1,521
14212,90.0,21.0,2190.14,4,1,1,411
14214,31.0,70.0,1000.23,5,1,1,511
14215,12.0,187.0,3238.53,5,1,1,511
14216,4.0,79.0,2142.39,5,1,1,511
14217,2.0,179.0,3105.52,5,1,1,511
14218,43.0,12.0,169.48,5,1,1,511
14219,5.0,43.0,633.83,5,1,1,511
14220,248.0,38.0,1515.0,3,1,1,311
14221,43.0,348.0,6512.54,5,2,1,521
14222,178.0,41.0,683.17,4,1,1,411
14223,93.0,59.0,975.23,4,1,1,411
14224,111.0,238.0,1897.9,4,2,1,421
14225,435.0,91.0,2015.12,2,1,1,211
14226,29.0,105.0,2967.78,5,1,1,511
14227,27.0,388.0,6327.31,5,2,1,521
14228,438.0,38.0,745.5,2,1,1,211
14229,52.0,78.0,2468.99,5,1,1,511
14230,436.0,33.0,979.8,2,1,1,211
14231,184.0,69.0,1131.97,4,1,1,411
14232,32.0,118.0,2043.93,5,1,1,511
14233,44.0,77.0,2766.96,5,1,1,511
14234,23.0,159.0,775.46,5,1,1,511
14235,76.0,147.0,4666.99,5,1,1,511
14236,81.0,49.0,1543.44,4,1,1,411
14237,374.0,27.0,466.04,2,1,1,211
14238,327.0,13.0,434.23,3,1,1,311
14239,44.0,215.0,4203.72,5,2,1,521
14240,31.0,61.0,1247.49,5,1,1,511
14241,184.0,12.0,333.7,4,1,1,411
14242,235.0,16.0,280.55,3,1,1,311
14243,9.0,370.0,7152.06,5,2,1,521
14244,660.0,20.0,354.82,1,1,1,111
14245,177.0,112.0,1677.48,4,1,1,411
14246,111.0,75.0,1474.06,4,1,1,411
14247,279.0,118.0,769.71,3,1,1,311
14248,319.0,47.0,1032.95,3,1,1,311
14249,411.0,291.0,5625.46,2,2,1,221
14250,8.0,111.0,1904.05,5,1,1,511
14251,2.0,78.0,2879.7,5,1,1,511
14252,382.0,10.0,350.99,2,1,1,211
14253,494.0,12.0,363.4,2,1,1,211
14254,433.0,23.0,601.03,2,1,1,211
14256,261.0,134.0,2397.34,3,1,1,311
14257,65.0,240.0,5954.45,5,2,1,521
14258,10.0,308.0,31335.75,5,2,2,522
14259,142.0,5.0,120.0,4,1,1,411
14260,472.0,51.0,824.28,2,1,1,211
14261,51.0,52.0,1163.45,5,1,1,511
14262,9.0,143.0,2618.23,5,1,1,511
14263,424.0,16.0,322.93,2,1,1,211
14264,155.0,80.0,1475.86,4,1,1,411
14265,110.0,79.0,1373.35,4,1,1,411
14266,429.0,1.0,40.56,2,1,1,211
14267,151.0,67.0,1269.14,4,1,1,411
14268,471.0,19.0,354.85,2,1,1,211
14269,436.0,20.0,261.68,2,1,1,211
14270,332.0,29.0,492.65,3,1,1,311
14271,226.0,39.0,219.13,3,1,1,311
14272,74.0,64.0,920.81,5,1,1,511
14273,52.0,29.0,559.97,5,1,1,511
14274,687.0,15.0,256.6,1,1,1,111
14275,396.0,23.0,1189.38,2,1,1,211
14276,89.0,139.0,1933.73,4,1,1,411
14277,16.0,328.0,4974.67,5,2,1,521
14278,410.0,13.0,205.83,2,1,1,211
14279,521.0,3.0,191.86,2,1,1,211
14280,197.0,8.0,134.04,3,1,1,311
14281,409.0,7.0,245.15,2,1,1,211
14282,4.0,242.0,7273.66,5,2,1,521
14283,464.0,41.0,628.44,2,1,1,211
14284,31.0,69.0,1282.85,5,1,1,511
14285,22.0,61.0,3284.42,5,1,1,511
14286,24.0,510.0,8396.7,5,2,2,522
14287,9.0,8.0,156.23,5,1,1,511
14288,213.0,17.0,413.85,3,1,1,311
14289,9.0,47.0,911.26,5,1,1,511
14290,12.0,158.0,4472.01,5,1,1,511
14291,2.0,497.0,7844.4,5,2,1,521
14292,8.0,200.0,8926.45,5,1,2,512
14293,4.0,118.0,2809.41,5,1,1,511
14294,408.0,23.0,375.34,2,1,1,211
14295,41.0,74.0,2327.56,5,1,1,511
14296,414.0,28.0,448.45,2,1,1,211
14297,18.0,63.0,1290.48,5,1,1,511
14298,4.0,2866.0,90489.31,5,3,3,533
14299,9.0,362.0,12621.98,5,2,2,522
14300,19.0,3.0,43.2,5,1,1,511
14301,108.0,58.0,1956.23,4,1,1,411
14302,431.0,28.0,742.9,2,1,1,211
14303,408.0,22.0,277.94,2,1,1,211
14304,223.0,87.0,1523.81,3,1,1,311
14305,72.0,108.0,1803.76,5,1,1,511
14306,52.0,48.0,3141.5,5,1,1,511
14307,89.0,263.0,4279.97,4,2,1,421
14309,9.0,195.0,3747.96,5,1,1,511
14310,433.0,22.0,492.1,2,1,1,211
14311,226.0,30.0,435.9,3,1,1,311
14312,47.0,180.0,3090.29,5,1,1,511
14314,107.0,11.0,221.9,4,1,1,411
14315,22.0,137.0,3168.72,5,1,1,511
14316,423.0,32.0,1355.34,2,1,1,211
14317,65.0,24.0,508.58,5,1,1,511
14318,461.0,9.0,158.02,2,1,1,211
14319,425.0,26.0,494.85,2,1,1,211
14320,207.0,85.0,1204.12,3,1,1,311
14321,11.0,178.0,2207.08,5,1,1,511
14322,428.0,17.0,384.3,2,1,1,211
14323,115.0,39.0,574.26,4,1,1,411
14324,410.0,41.0,701.61,2,1,1,211
14325,570.0,18.0,245.48,1,1,1,111
14326,235.0,58.0,923.98,3,1,1,311
14327,164.0,106.0,1894.93,4,1,1,411
14329,9.0,566.0,9735.52,5,2,2,522
14330,624.0,13.0,200.63,1,1,1,111
14331,125.0,28.0,462.66,4,1,1,411
14332,23.0,63.0,1943.51,5,1,1,511
14333,65.0,17.0,351.45,5,1,1,511
14334,17.0,256.0,4292.98,5,2,1,521
14335,17.0,63.0,468.26,5,1,1,511
14336,17.0,90.0,1614.91,5,1,1,511
14338,159.0,50.0,894.1,4,1,1,411
14339,240.0,23.0,605.31,3,1,1,311
14340,219.0,6.0,134.7,3,1,1,311
14341,46.0,266.0,4443.47,5,2,1,521
14342,22.0,34.0,843.74,5,1,1,511
14343,422.0,238.0,1088.91,2,2,1,221
14344,128.0,230.0,2993.05,4,2,1,421
14345,39.0,6.0,108.98,5,1,1,511
14346,121.0,146.0,2315.75,4,1,1,411
14347,737.0,6.0,82.6,1,1,1,111
14348,261.0,18.0,409.57,3,1,1,311
14349,11.0,31.0,133.5,5,1,1,511
14350,271.0,59.0,951.2,3,1,1,311
14351,165.0,1.0,51.0,4,1,1,411
14352,158.0,47.0,1078.96,4,1,1,411
14353,216.0,25.0,376.5,3,1,1,311
14354,6.0,9.0,163.62,5,1,1,511
14355,366.0,60.0,840.05,2,1,1,211
14356,74.0,33.0,682.24,5,1,1,511
14357,44.0,41.0,225.77,5,1,1,511
14358,390.0,25.0,400.06,2,1,1,211
14359,20.0,56.0,882.58,5,1,1,511
14360,32.0,118.0,2128.23,5,1,1,511
14361,579.0,14.0,214.71,1,1,1,111
14362,23.0,41.0,161.2,5,1,1,511
14363,403.0,8.0,227.47,2,1,1,211
14364,109.0,69.0,3717.35,4,1,1,411
14365,395.0,51.0,634.68,2,1,1,211
14366,526.0,1.0,136.0,1,1,1,111
14367,9.0,533.0,9167.82,5,2,2,522
14368,320.0,8.0,155.0,3,1,1,311
14369,643.0,26.0,469.13,1,1,1,111
14370,451.0,47.0,1092.13,2,1,1,211
14371,296.0,4.0,100.5,3,1,1,311
14372,444.0,38.0,860.08,2,1,1,211
14373,359.0,4.0,76.55,2,1,1,211
14374,542.0,7.0,108.0,1,1,1,111
14375,186.0,216.0,1132.99,4,2,1,421
14376,684.0,18.0,215.46,1,1,1,111
14377,192.0,11.0,617.05,4,1,1,411
14378,622.0,9.0,131.25,1,1,1,111
14379,45.0,129.0,1268.91,5,1,1,511
14380,683.0,1.0,48.96,1,1,1,111
14381,53.0,114.0,631.34,5,1,1,511
14382,27.0,302.0,1246.8,5,2,1,521
14383,39.0,59.0,1247.69,5,1,1,511
14384,501.0,3.0,58.5,2,1,1,211
14385,10.0,14.0,202.11,5,1,1,511
14386,297.0,7.0,142.4,3,1,1,311
14387,33.0,140.0,1770.56,5,1,1,511
14388,9.0,405.0,6289.95,5,2,1,521
14389,9.0,112.0,1836.27,5,1,1,511
14390,11.0,469.0,6105.58,5,2,1,521
14391,577.0,14.0,135.6,1,1,1,111
14392,433.0,14.0,266.4,2,1,1,211
14393,219.0,5.0,67.95,3,1,1,311
14394,565.0,6.0,93.8,1,1,1,111
14395,3.0,795.0,7852.13,5,3,1,531
14396,66.0,257.0,2011.58,5,2,1,521
14397,1.0,95.0,2556.68,5,1,1,511
14398,402.0,53.0,707.79,2,1,1,211
14399,395.0,195.0,2108.06,2,1,1,211
14400,150.0,75.0,1703.0,4,1,1,411
14401,5.0,266.0,6703.4,5,2,1,521
14402,653.0,8.0,285.6,1,1,1,111
14403,131.0,21.0,1822.76,4,1,1,411
14404,34.0,185.0,2666.63,5,1,1,511
14405,387.0,2.0,195.0,2,1,1,211
14406,120.0,8.0,156.75,4,1,1,411
14407,108.0,74.0,2111.08,4,1,1,411
14408,11.0,129.0,4109.77,5,1,1,511
14409,72.0,105.0,3276.09,5,1,1,511
14410,16.0,397.0,2154.35,5,2,1,521
14411,311.0,14.0,1063.0,3,1,1,311
14412,36.0,86.0,1417.49,5,1,1,511
14413,363.0,99.0,770.37,2,1,1,211
14414,92.0,119.0,2387.48,4,1,1,411
14415,2.0,1294.0,11919.33,5,3,2,532
